Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A12_464138
Composite Element REF	Signal
AACS	7.29575114115265
FSTL1	8.04545839312296
ELMO2	5.36591336710849
CREB3L1	3.61921573734855
RPS11	10.0569006162964
PNMA1	7.70511693558092
MMP2	5.618367241349
SAMD4A	4.07191107925768
SMARCD3	5.18371124467847
A4GNT	4.01643323973554
C9orf39	3.53820563104324
PKNOX2	3.8933159751608
RALYL	3.47386389339131
ZHX3	4.11132832769926
ERCC5	6.09574179706056
RXFP3	2.99349585322846
APBB2	3.40751193766864
BBOX1	8.52515324865306
PRO0478	2.91393283208
GCSH	7.57750420309114
XDH	3.85276722434842
EDN1	5.25024997954922
MTERF	6.42605087242291
PDCL3	7.47416279597466
CLK4	5.24060749629594
KCNG1	4.28437002435376
CXCR4	6.7631718345455
DECR1	7.67428193715525
SALL1	3.02463751006074
PTPRR	4.40638759305354
CADM4	3.52970958681483
IRAK1	9.4092275069432
CFHR5	3.39074625128719
HNRPD	8.2027012242601
TMSB10	12.0012506315598
CXCL3	3.76871508235335
LMAN1	4.10530158368428
SUHW1	3.33850980134529
CHD8	5.05367271121118
SUMO1	7.83389129358199
GP1BA	3.15045665683879
OR7A10	4.02185717232545
DDB1	7.60176228885398
CHRNA10	3.60406191437683
STYK1	4.24311513355571
MYO9B	4.16868083946414
CCNI	9.51518681399147
MMP7	7.26906730851326
EP300	5.88023332753972
CRNKL1	7.09589033685867
C9orf45	3.16544911544221
XAB2	4.51944813373446
RTN1	3.53856289576625
HIC2	3.82258687624398
TBX10	3.40920018060417
CENPQ	4.57168923316884
UTY	3.27037731878566
OR2W1	2.92278027916149
ATP5G2	10.6797340409991
ZEB1	3.16405250839783
ZG16	3.62939108568603
ERG	3.69417974662022
PARN	6.69257187251758
SOD2	4.53183463520097
JOSD3	8.19057313469363
ADAM5P	3.36765669922081
CHD9	5.52530178971667
hCG_40738	3.88442487813413
STK16	5.12974177405536
PDE1C	3.77546098620767
SEMA4D	4.7276954188068
AGPAT1	5.1988615007771
TOB2	6.7116022828448
BANK1	3.3982224419429
MAP3K3	5.3615347546077
MAX	5.15972862501084
GRM2	3.83311814770759
OSBPL8	6.33768015056959
PROSC	5.82744165986586
NR4A2	6.4252631641082
RICS	4.90358051502692
PIR	4.88355605241116
PPCS	9.01414990723383
IPO9	6.26113911651034
LONP1	8.25907874702382
EVC	4.18095702068265
CXCL13	3.87458312227434
SCYL3	5.50586884311286
KIAA1199	4.69617470628501
SORL1	5.96599630580413
NAT10	6.84983953622873
CHD1	5.93054262878602
SYN3	3.64420198480312
DMC1	3.99152366253571
SLC22A2	3.66819141057133
SERPINF1	5.56082189457014
C20orf27	5.2522066067714
OR7A17	3.56654882772000
RPS6KA5	4.49866602565414
LHB	3.47296582261264
TAOK3	5.6715181754391
STK25	5.25732323871736
SLC12A4	3.72649581291739
BRCA1	4.31114739209302
GBL	5.45248206773053
C14orf108	7.31473493863668
CDC25B	6.44847175972819
BMP3	3.21408413977845
MAP1LC3C	3.18081531758241
TMEM180	3.24292171111497
CRYGC	3.65227923102087
SLK	6.33038188511367
POU3F1	3.38353120369460
C20orf32	3.81658361013842
USP52	5.58974805531629
HIGD1B	3.99212028914039
BAZ1B	5.91564436374012
USP6NL	5.31444785361087
SLCO2B1	4.04182689774372
ABCD4	4.78022615905433
DIMT1L	5.9507555756823
SLC25A46	6.84261342964953
LARP7	7.36432905798786
TEK	3.68778775884162
CD160	3.83011883196992
TERF2IP	5.94230151077664
PHF20	6.39481735743598
COL1A1	6.10335809069364
KIAA0090	5.62208221379596
GTPBP1	4.31938353588001
GRK5	3.67935187696614
AP1S2	4.04693147637775
RAB33B	4.25039933797552
CA11	4.43911739139595
ALDOC	4.32712237757181
NUDT1	5.63075026393631
ZNF212	5.13623298201548
ACBD3	7.54582044701875
ZNF83	6.44414072566368
PRDM2	4.58480312132809
GDPD5	4.82148283556631
PDCD4	5.96601012835977
CEP350	5.54861556963073
FOXP3	3.36289948409834
SMYD3	6.16484863116943
CST7	3.73231795530618
SELL	3.83905516339878
CIAO1	6.45252806670249
LGI2	3.77679595058954
WDR45	6.5332081612122
ANKRD6	7.18995271560147
LTBP4	3.92364076801374
PSCD3	3.21839635414698
PYY	3.17619080568674
KCNC1	3.20283885150153
SIRT6	3.83237704054024
CCL19	3.73991428257705
ARHGEF9	3.48750114125271
ABR	4.14467535591572
C10orf22	6.1590043799947
STK17A	5.0400987132368
FOXE1	3.65993134625863
