Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B10_472042
Composite Element REF	Signal
AACS	7.61685548977443
FSTL1	6.76362887122842
ELMO2	5.1541399252736
CREB3L1	3.54041175041007
RPS11	9.26720645674415
PNMA1	9.12971898113853
MMP2	6.74986676835485
SAMD4A	4.26174817633101
SMARCD3	7.49080951043547
A4GNT	3.85493161800071
C9orf39	3.44945787591321
PKNOX2	3.88271757713879
RALYL	3.30968797591406
ZHX3	4.65124136958385
ERCC5	7.13117841565022
RXFP3	3.12460174765264
APBB2	4.46057213188119
BBOX1	4.18715042346274
PRO0478	2.95031889852481
GCSH	9.11348226878389
XDH	3.449938279862
EDN1	3.32707699952334
MTERF	6.40740275848407
PDCL3	7.00221961957461
CLK4	5.76743950131188
KCNG1	4.76466904974966
CXCR4	10.4021232646377
DECR1	8.0159145404502
SALL1	4.33443342623713
PTPRR	3.38950635662503
CADM4	3.42669485519049
IRAK1	8.26668676050447
CFHR5	3.23483876879707
HNRPD	8.5922424725108
TMSB10	11.6375464710067
CXCL3	3.68071545623210
LMAN1	4.46193376512937
SUHW1	3.27921622725451
CHD8	6.80136606262458
SUMO1	8.35379120732839
GP1BA	3.08094549862179
OR7A10	3.67138913529099
DDB1	7.90078575078407
CHRNA10	3.66545856017113
STYK1	3.7963523736428
MYO9B	4.270078701751
CCNI	10.8184494548594
MMP7	10.1015062343674
EP300	6.37774008802713
CRNKL1	7.24915469404441
C9orf45	3.16516631311813
XAB2	4.13242238025382
RTN1	4.26520840487069
HIC2	3.75060691779833
TBX10	3.44063298318756
CENPQ	3.61124998463535
UTY	3.13157754298401
OR2W1	3.01573541833209
ATP5G2	10.8773113783899
ZEB1	3.11250632212546
ZG16	3.57287366671915
ERG	3.66496282756433
PARN	7.2628975871476
SOD2	3.80978029449147
JOSD3	8.50035600574985
ADAM5P	3.25654258253888
CHD9	7.0473467792127
hCG_40738	4.17327728779502
STK16	5.3772212558592
PDE1C	3.49284557631757
SEMA4D	5.57476235232009
AGPAT1	6.04151244134495
TOB2	6.70854959677312
BANK1	5.07736795562591
MAP3K3	4.47929748335932
MAX	5.62032846375355
GRM2	3.78488760749220
OSBPL8	7.0791131466247
PROSC	6.01711746740828
NR4A2	4.02913251130875
RICS	3.94748757090707
PIR	4.50790240692836
PPCS	9.05142885446461
IPO9	6.25468034258592
LONP1	6.97646658214198
EVC	4.51518428691939
CXCL13	3.9364372851752
SCYL3	5.30542680172588
KIAA1199	5.54722180413977
SORL1	8.85379982010163
NAT10	8.03060197735607
CHD1	5.79033397827444
SYN3	3.72681778673566
DMC1	3.72998163104765
SLC22A2	3.36090734878066
SERPINF1	5.23848958464179
C20orf27	7.18019402645289
OR7A17	3.15278507577265
RPS6KA5	4.45438853845517
LHB	3.60805545728468
TAOK3	4.67903707129558
STK25	6.30114002319284
SLC12A4	3.69535606666481
BRCA1	3.48389030243579
GBL	5.65637761607815
C14orf108	7.78408284803294
CDC25B	6.04585962588592
BMP3	3.30605250829686
MAP1LC3C	3.35483127594259
TMEM180	3.66554324389333
CRYGC	3.48685760276831
SLK	6.17426420343272
POU3F1	3.3678444975268
C20orf32	4.13438088181143
USP52	5.66201093584758
HIGD1B	3.82093804325717
BAZ1B	7.07985583715491
USP6NL	6.1568453503838
SLCO2B1	3.71754642610437
ABCD4	4.59592829749336
DIMT1L	5.73184902546846
SLC25A46	6.11121735377243
LARP7	8.2209540770238
TEK	3.54975388651112
CD160	3.58332590312665
TERF2IP	9.08102240585376
PHF20	5.98134455755565
COL1A1	6.11251395796773
KIAA0090	5.07784384475522
GTPBP1	4.47626809357637
GRK5	3.48962211016653
AP1S2	4.98818894489982
RAB33B	5.31856128943669
CA11	6.06282203317072
ALDOC	6.18953337464835
NUDT1	4.62862642282213
ZNF212	5.22561697855254
ACBD3	7.75885573071504
ZNF83	5.38163839607795
PRDM2	4.51919627007073
GDPD5	4.99390005442947
PDCD4	7.14452568734334
CEP350	6.29443537254764
FOXP3	3.40456041614425
SMYD3	7.19083307066477
CST7	3.89390112548233
SELL	3.76017771026869
CIAO1	6.44545189688623
LGI2	3.74448516689257
WDR45	6.84773323305756
ANKRD6	6.51747548566426
LTBP4	5.01050864228769
PSCD3	3.18515264448647
PYY	3.19617825914786
KCNC1	3.30255651355692
SIRT6	3.76807637243503
CCL19	3.65165688839425
ARHGEF9	5.3218912213358
ABR	4.44271587565785
C10orf22	6.83855034037816
STK17A	4.79087971287735
FOXE1	3.69229080514346
GML	3.2119049254335
CNGA3	3.17612291800194
CD38	3.10727950316335
ZDHHC6	7.38448550418088
NEFH	3.42760147234135
PGBD5	3.3866548106605
CTDSP2	7.24811881788084
RMND5B	5.28405861174212
ZNF257	3.33334114147031
DUSP4	5.5955718728322
FLJ22167	6.90524274901669
EXOSC7	7.41769068522161
ROR2	3.40077757010952
FOXM1	4.50390906047324
ZBTB48	4.35101725587009
BUD31	8.14635720366641
MAOA	4.24932037101764
CCDC41	4.77572540584582
TNNT3	4.26730905889882
FBXO11	5.85986099892192
GYPC	4.10031488845561
PLIN	3.58442592973648
RFXAP	3.36238625643877
C6orf15	4.00644388007539
RNF4	8.92268692589453
F8A1	7.82288198058082
PPP1R3D	4.19075351262804
GRB2	6.09968425890948
TPM3	3.28775323654531
SYT13	3.9286529139507
EPB42	3.40537093366495
RP5-1077B9.4	4.43912043583942
EIF1	9.99497806131136
CETN3	6.92525615345459
FPGT	5.68285242443877
PRY	3.61572167379792
NTHL1	6.07643381129885
POLR2B	9.02008724662231
RPS28	11.5628970982360
GDF10	6.78465850643241
COQ9	7.99194623007572
P2RX3	3.13526949138946
GCC2	7.09567259128213
RARRES3	6.57927254244476
PLXNA1	5.69138838016020
WBP4	4.70121845704323
KIAA0100	5.57282695553499
PMF1	6.39753402511615
HS2ST1	6.94831010157686
CRELD2	6.05137873372193
C8G	3.01589599987630
CD82	6.18311604295844
PMM1	4.53791035016639
CBLL1	4.09283680763578
LIM2	3.47098797277390
VAX2	3.37876714038526
SETDB1	5.18953970864376
LRAP	5.11535756545106
GCLM	6.83646561871281
CPEB3	3.44279204828013
PPM1A	6.25866738356692
INTS1	3.95992545647048
MMP16	3.21999387492363
CAMTA1	4.14771872124119
SAMSN1	3.83451647529341
DRD3	2.84749994398335
GMPPA	5.45154065191726
C11orf73	5.71001855612186
AIPL1	4.11664395207569
PTP4A2	9.76944310501118
IL24	3.51032255733553
BDKRB1	3.07032783868854
HPCA	3.41732138297907
MLF1	5.92911344908465
SEC14L1	5.46349967771532
CHFR	4.32744834467815
EMILIN1	3.11462514900962
THADA	6.98177438382152
TAF12	5.58339155878964
NDUFS4	7.28167666058817
ID1	3.16495954401792
PIK3CB	3.60212364568418
COL18A1	7.29415165294307
PDZD3	3.29007975278079
TBC1D17	4.7722455982816
COX8A	9.40041694253328
CDCA4	5.98772251984501
C2orf44	5.0516246737873
C9orf16	6.69620251700774
ERBB2IP	7.688332918478
EMX2	10.9415134260079
FUS	6.93977916268988
NIPSNAP3B	3.41421475769873
TF	3.41162231331433
CXorf56	5.54144583867832
CLCN4	4.55401298275583
PWP2	5.83028685487858
MMP15	5.30652887623839
MTMR14	5.81605640369639
NPR1	5.93566496134324
DNAL4	4.82053873569709
ELAC2	4.56728512272978
ASS1	10.1808878397515
IPP	6.09962599601169
TMEM59	9.80350721183846
POLR2J	8.7583639333629
SEC23IP	6.64049705196509
RGS4	3.73618822956816
UQCRC1	9.13510568878478
SNX6	8.34044452418586
DDX18	7.5069210818978
POLG	4.58675516554296
ADAM23	4.0871078253817
ZNHIT2	4.50366053422647
TFR2	3.45292364758791
NCDN	4.21159172769338
RAG1	3.35578324116465
POMT1	3.97627576325243
CYP1A1	3.43558735323098
SNAPC1	6.79598314943838
GNA11	5.52956030747574
CCDC52	2.8706220885066
CAPN1	7.32695772110912
DDHD2	8.00948165044394
UPF3A	7.09134773209593
LAGE3	5.51196975963773
GNRHR	3.14937671337571
UNC13B	4.92401099755543
TTLL4	4.63204790554664
PPBP	2.95404575668596
HTR3A	4.09747648960513
SDC2	4.23433432590324
ANKRD49	7.0629420612301
BTF3	10.3503366940323
COX7A2	9.34605674806827
SARS	9.00502174253086
C13orf18	4.72956224638816
CACNB1	3.92421873412589
QKI	5.22421605333741
SETMAR	6.12627216614376
LAMB4	3.24737532537003
MAN2B1	7.07773613154283
EML3	5.12895151424161
ACADL	3.29506418127186
OFD1	7.69488420882091
CGA	3.56561323057776
EIF3EIP	10.5610646140417
PEX16	5.1540431704125
GNG12	8.20828780077696
HABP4	4.73614982183993
CNTN2	3.47816464593716
ASNSD1	8.03968014715999
FUT4	3.64483580050054
DBH	3.79559896880955
CD53	4.53961215271485
HIST1H2BJ	3.60323208035544
TFAP2B	3.17666075657662
ACF	3.73811071601998
TMEM11	5.61027545862577
CDH8	3.09961363691269
C3orf32	3.2026841880532
AGPS	4.48931009938351
C4orf18	3.2091674556528
PCCB	7.04213994936302
IPO13	4.92167080818834
PECI	6.79985964537087
UNG	8.45752341360087
C6orf105	3.63019479024014
GSTP1	8.79282672701807
SUV420H1	7.88951259715043
ARHGAP15	3.50725798476622
LTBR	6.31720709118042
TDRKH	3.43250341558349
PSG4	3.19124525569196
SLC9A3R1	6.14574343283907
NBPF3	9.1778361807941
SLC9A3	3.8269445839617
OSBP	6.5710181625193
PRR5	4.16447057366647
CHMP7	6.13223518701915
ADRA1A	3.08620426969538
ASAH1	7.08350756961835
FKBP4	6.76261896204048
ZNF350	4.01505240689927
DOM3Z	4.38544365029662
GIPR	3.62640085716837
AHI1	4.52609490502159
BST1	3.5477899190796
NCR2	3.52802002972399
NADSYN1	5.04726156449198
UBE2W	5.9413930670994
RGS14	3.99443069883893
KRT15	3.51222168210758
SCN11A	3.87969953002834
GFI1	3.76279239728643
FHL1	5.88523312533316
SMC6	6.43311955882273
GATA1	3.82637527596893
OSGEP	5.34656499629393
ARMC6	4.9394243473598
HK3	3.21446824347729
PSMD5	6.57092658659502
RSU1	6.75011731040227
RPL4	11.7557731829465
MAD2L1	5.90894421131967
RBPMS	4.11533057491345
EIF4A3	8.76759669976229
E4F1	5.12564253749911
DLEC1	3.54785438857879
PRPF3	5.14092647997209
EMR1	3.04655601963044
CHMP2B	6.59293840857071
CAMSAP1	4.1742201550103
RPS21	9.04816954133535
XCR1	3.46517776411376
ARID5A	4.02844603434321
RBM6	5.38860082817242
UBE2N	8.40657184428315
KLF4	3.62260753240618
MGC4172	3.78415595390462
LMO4	6.93859350322836
KLKB1	3.44438632138262
HDAC3	6.30185660379254
HP	6.46396557917727
SCHIP1	4.52781427261936
BTK	3.71765425224894
KRCC1	9.21022408822408
PRND	3.06338783935415
C6orf27	3.59548605374256
PIGL	3.61454226010303
CLCA1	3.97400322798756
C1orf112	4.04992164996003
OLFML2A	4.79943054656428
HUS1	4.48594486873932
SFRS6	7.24007943832948
CXCR7	5.55556906854148
UIMC1	5.39394316747447
FXYD2	3.71376459368011
GOT2	8.37853366332356
ZNF667	4.00723930241025
TFEC	3.25588652778936
ATP7B	4.34583807996084
RAB38	5.13008991075088
POLD2	7.89244711548802
PPM1H	6.85136656086538
DCX	3.15692957701852
NFYC	6.2142060085309
ZNF228	3.64265759207336
KIN	5.79020937190841
PLSCR4	6.75473553793365
HIST1H4I	3.83091853103808
PPARGC1A	3.21910277311309
HIG2	7.66853466843356
KCNK10	4.42982543742951
EXOC1	7.86299218266447
OR6A2	3.57791754335484
ETFA	7.77583921594525
PDAP1	5.29531590833706
