Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C06_543622
Composite Element REF	Signal
AACS	7.69898300429078
FSTL1	7.65074280807704
ELMO2	5.42828157274449
CREB3L1	4.0293891819224
RPS11	9.8906933543221
PNMA1	8.03916003259344
MMP2	6.11316730910962
SAMD4A	4.08341504972221
SMARCD3	6.4308052394856
A4GNT	3.77396377074129
C9orf39	3.05398717918161
PKNOX2	3.76950101618395
RALYL	3.47720302952614
ZHX3	4.47201325682675
ERCC5	6.04263093939686
RXFP3	3.14404125837665
APBB2	3.83045282720912
BBOX1	3.00285655368036
PRO0478	3.14084053389156
GCSH	8.94174578701172
XDH	3.77156956317913
EDN1	3.97784972324904
MTERF	7.01436260136982
PDCL3	7.07737806175245
CLK4	6.25223461982153
KCNG1	3.51031024148904
CXCR4	8.1590561348428
DECR1	6.64540666734796
SALL1	2.97001809619888
PTPRR	3.47898175068595
CADM4	3.5600514969247
IRAK1	8.68848670441275
CFHR5	3.25859708646239
HNRPD	7.44225267978403
TMSB10	11.9161920955699
CXCL3	3.83501017832827
LMAN1	3.8096952299861
SUHW1	3.37265945070843
CHD8	5.82560080777618
SUMO1	7.61209389916962
GP1BA	3.31565623945783
OR7A10	3.90826790881279
DDB1	7.61546777259301
CHRNA10	3.83283961331595
STYK1	3.63900920792100
MYO9B	4.34554832072833
CCNI	10.3194954486896
MMP7	9.95608071914468
EP300	5.57645839711832
CRNKL1	6.61728887779084
C9orf45	3.3670904906681
XAB2	4.23938802647432
RTN1	3.45483066455564
HIC2	3.79643020767288
TBX10	3.66117658855671
CENPQ	3.72043131761242
UTY	3.28046339388453
OR2W1	2.91343893660883
ATP5G2	10.7874668000559
ZEB1	3.50756359797148
ZG16	3.78534749665323
ERG	3.35414578397014
PARN	7.21354628206688
SOD2	5.23761713085166
JOSD3	8.65184188988468
ADAM5P	3.42143386607816
CHD9	6.34101408922048
hCG_40738	4.08840006477133
STK16	5.00381811751149
PDE1C	3.54863638120964
SEMA4D	4.37804648073117
AGPAT1	5.84967597028518
TOB2	5.82216370700548
BANK1	3.31233901549136
MAP3K3	5.24733214960831
MAX	5.46514113680396
GRM2	3.87965391632008
OSBPL8	6.71209169690655
PROSC	5.55095199791417
NR4A2	4.22329499872192
RICS	5.78858323219412
PIR	5.08428482703468
PPCS	8.66350316372687
IPO9	6.46435280137876
LONP1	7.9479924139034
EVC	4.13725071837432
CXCL13	4.01134175666167
SCYL3	4.91549410904812
KIAA1199	5.57766381463566
SORL1	8.24811157744806
NAT10	7.44481636078177
CHD1	6.77811142850133
SYN3	3.57011500002055
DMC1	3.84095152672862
SLC22A2	3.93723398494274
SERPINF1	4.93953384100514
C20orf27	5.83170522509759
OR7A17	3.2989923371138
RPS6KA5	4.28343855221925
LHB	3.53937834042956
TAOK3	5.17398159953233
STK25	5.91092191822569
SLC12A4	3.68062468402541
BRCA1	3.68360387782662
GBL	4.77220602390735
C14orf108	8.50544523688852
CDC25B	6.964914037686
BMP3	3.22368034031176
MAP1LC3C	3.61219561279539
TMEM180	4.87853181376202
CRYGC	3.68202715282070
SLK	5.9660753655132
POU3F1	3.35615022731366
C20orf32	3.88291278621956
USP52	5.15722448574778
HIGD1B	3.58583808528063
BAZ1B	7.22159921588683
USP6NL	5.73590820139184
SLCO2B1	4.18716688880517
ABCD4	4.47550647331184
DIMT1L	6.2133498925297
SLC25A46	7.32577194138405
LARP7	6.17568857432586
TEK	3.49705181163719
CD160	3.57155650215030
TERF2IP	7.65167079169755
PHF20	6.14056831151724
COL1A1	6.94317038474921
KIAA0090	5.2229740967977
GTPBP1	4.34719758754162
GRK5	4.23640199117016
AP1S2	5.82954854961406
RAB33B	4.14402569419676
CA11	5.99816481027338
ALDOC	6.08794706312468
NUDT1	5.89531234109425
ZNF212	5.70092933580336
ACBD3	7.21874724228329
ZNF83	8.00226855844723
PRDM2	5.31070582587747
GDPD5	5.3584573727253
PDCD4	6.72072699306649
CEP350	5.86443366033815
FOXP3	3.41717636608406
SMYD3	6.76485357474904
CST7	3.70557501857555
SELL	4.29535528927763
CIAO1	6.000276177701
LGI2	3.96408893235765
WDR45	6.81020053961977
ANKRD6	7.75216919668371
LTBP4	6.02773949194139
PSCD3	3.48485312640713
PYY	3.35626980351309
KCNC1	3.99706591810755
SIRT6	4.01199565588815
CCL19	4.03778102250642
ARHGEF9	4.55804789065164
ABR	4.64695141658209
C10orf22	6.86289175861318
STK17A	5.46928272129174
FOXE1	3.16236043998197
GML	3.08152992329498
CNGA3	3.0382021497168
CD38	3.33675388291416
ZDHHC6	7.21185904153763
NEFH	8.60359940756517
PGBD5	5.72595012251931
CTDSP2	7.15322451299223
RMND5B	5.91500202480827
ZNF257	4.54120771417262
DUSP4	3.0806815764605
FLJ22167	5.61698568805715
EXOSC7	7.1026483865816
ROR2	3.66679004550801
FOXM1	5.56969234954103
ZBTB48	4.50767428512138
BUD31	8.32149325722111
MAOA	4.93769286684074
CCDC41	4.70184939278427
TNNT3	3.55393121579750
FBXO11	5.31602846331673
GYPC	5.68436093323281
PLIN	3.61673537396196
RFXAP	3.68192220522447
C6orf15	3.89281747059011
RNF4	7.65832274612798
F8A1	7.74847470082067
PPP1R3D	4.41966770237599
GRB2	6.36465140189622
TPM3	2.9544939982842
SYT13	3.93625062420522
EPB42	3.91237717376732
RP5-1077B9.4	5.44920319064726
EIF1	9.50229414894681
CETN3	6.89583632716231
FPGT	5.34016359721103
PRY	3.69968671391159
NTHL1	5.30907744856836
POLR2B	8.50233360888993
RPS28	12.5293421388564
GDF10	3.89423742627459
COQ9	7.59040190529225
P2RX3	2.87298386193908
GCC2	7.06883599638625
RARRES3	8.281036892884
PLXNA1	5.80108211906968
WBP4	4.24805539045456
KIAA0100	5.85946947814907
PMF1	7.0008115298226
HS2ST1	5.62859282885997
CRELD2	6.30766220810458
C8G	3.10158990751879
CD82	6.07053699610333
PMM1	4.83250617024347
CBLL1	4.15251834743674
LIM2	3.47601203914582
VAX2	3.74041848213156
SETDB1	5.1054720023879
LRAP	3.08954584743456
GCLM	6.25117436541404
CPEB3	3.69661536887906
PPM1A	5.53363925858719
INTS1	4.42089338874827
MMP16	3.08195179740542
CAMTA1	5.2385458538696
SAMSN1	4.11860781846916
DRD3	2.92390303886125
GMPPA	5.42499084888689
C11orf73	5.89807028362833
AIPL1	3.57903885389209
PTP4A2	9.5619825450400
IL24	3.34410528986206
BDKRB1	3.39502911929764
HPCA	4.19425187664597
MLF1	4.99817514233009
SEC14L1	4.97952942719276
CHFR	5.54282713070402
EMILIN1	3.70534562609286
THADA	6.76286638727668
TAF12	5.65784755562117
NDUFS4	8.7856616899058
ID1	4.81289293088649
PIK3CB	3.66206354204775
COL18A1	8.0787699116965
PDZD3	4.05065676868138
TBC1D17	5.27618021977694
COX8A	9.67225504886374
CDCA4	5.38618812831494
C2orf44	4.30224272594086
C9orf16	7.92732116035407
ERBB2IP	8.17930943151461
EMX2	9.45836530747296
FUS	6.70619677879768
NIPSNAP3B	3.31180609352363
TF	3.51537380504285
CXorf56	5.42479868586157
CLCN4	3.69724789618794
PWP2	6.14687720465868
MMP15	4.33938967840135
MTMR14	5.93192378924333
NPR1	7.0433918107627
DNAL4	5.00721928101834
ELAC2	4.56103220717566
ASS1	10.8068795819873
IPP	5.54604049635486
TMEM59	9.31999357588062
POLR2J	8.98188933084505
SEC23IP	6.17109263497211
RGS4	4.01040073406435
UQCRC1	9.15546107707575
SNX6	7.87633670334274
DDX18	7.00792875857634
POLG	4.51043194641668
ADAM23	4.05206334535412
ZNHIT2	4.04031765086852
TFR2	3.78239499023288
NCDN	4.2909311807655
RAG1	3.50031515426012
POMT1	4.29658718760669
CYP1A1	3.29893264515422
SNAPC1	5.59838695721637
GNA11	5.36707275556571
CCDC52	3.07413443793013
CAPN1	7.72850972199341
DDHD2	6.71407180800716
UPF3A	6.03531914106333
LAGE3	5.40277359171703
GNRHR	3.22872021216211
UNC13B	5.47110125371757
TTLL4	5.02557030889662
PPBP	2.7622783154828
HTR3A	3.70399278720187
SDC2	4.16282001510738
ANKRD49	7.45236279034006
BTF3	11.0835705446801
COX7A2	9.59749736208145
SARS	9.16242267788212
C13orf18	4.87651132601465
CACNB1	3.97033790552895
QKI	4.93457066756807
SETMAR	5.73260064769632
LAMB4	3.18509985085797
MAN2B1	7.13561191342659
EML3	4.82014925324783
ACADL	3.26181215214432
OFD1	7.96943711371956
CGA	3.66813199226492
EIF3EIP	10.8865952607265
PEX16	5.42400593499905
GNG12	8.33241836602863
