Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A02_464134
Composite Element REF	Signal
AACS	6.00546007889989
FSTL1	9.3405311821058
ELMO2	6.07692044405642
CREB3L1	3.37171550288548
RPS11	9.99380169195657
PNMA1	7.89327773448647
MMP2	5.34912461788577
SAMD4A	3.86223079018647
SMARCD3	4.92677058175899
A4GNT	3.37940970166008
C9orf39	3.50215050563879
PKNOX2	3.63505813714555
RALYL	3.23589970110202
ZHX3	4.21109840362097
ERCC5	7.18745432226034
RXFP3	2.93506574807654
APBB2	5.51274865956046
BBOX1	6.13357607148387
PRO0478	3.03369739148518
GCSH	8.42705946358898
XDH	3.47110782944663
EDN1	4.33327029520233
MTERF	6.76616026338958
PDCL3	7.57498807578947
CLK4	6.71875506095253
KCNG1	4.28488226131005
CXCR4	7.07787350114156
DECR1	8.18178693320189
SALL1	3.25238276226890
PTPRR	3.25677650707766
CADM4	3.27724880011053
IRAK1	9.11498425739032
CFHR5	3.12248410451511
HNRPD	8.99104992148658
TMSB10	11.3786554994109
CXCL3	4.03046929330774
LMAN1	4.1245474798314
SUHW1	3.36045878586886
CHD8	6.15818992087193
SUMO1	7.94650725019754
GP1BA	3.17206593375067
OR7A10	3.78954966394795
DDB1	7.37350507750155
CHRNA10	3.44120209156565
STYK1	6.05088224517045
MYO9B	4.29227360193856
CCNI	9.49768777472818
MMP7	7.07703881581006
EP300	5.89402560478162
CRNKL1	7.95376546835499
C9orf45	3.31174692940056
XAB2	4.33369450182293
RTN1	5.21533702862274
HIC2	3.87424962008724
TBX10	3.30673954065097
CENPQ	5.43069819176791
UTY	3.14440230022248
OR2W1	2.89904514646067
ATP5G2	10.3776295589222
ZEB1	3.31716015780704
ZG16	3.56822358039
ERG	3.61217738588099
PARN	7.12396460308295
SOD2	7.60140276854344
JOSD3	8.38473224648018
ADAM5P	3.13941426717518
CHD9	6.51346979186493
hCG_40738	3.82357550549457
STK16	4.62816048707556
PDE1C	3.61421096606445
SEMA4D	4.66993671883469
AGPAT1	6.2278452063278
TOB2	6.76840717183527
BANK1	3.17376785690511
MAP3K3	5.4206437606452
MAX	4.81590859895779
GRM2	3.68377133775824
OSBPL8	7.78346419609825
PROSC	6.12874530881356
NR4A2	6.82756095973733
RICS	4.77731251225391
PIR	4.37427338718896
PPCS	9.464450026946
IPO9	7.01032577407632
LONP1	6.85366439768313
EVC	3.97009237062056
CXCL13	3.882781281811
SCYL3	5.68718193849093
KIAA1199	2.52733131401837
SORL1	7.39613908519991
NAT10	5.46574387415101
CHD1	7.20740194900342
SYN3	3.59079295399695
DMC1	3.82204240348285
SLC22A2	3.37566920622994
SERPINF1	5.22854686809484
C20orf27	6.4026490919947
OR7A17	3.24655708430599
RPS6KA5	6.15172328493616
LHB	3.29700635906328
TAOK3	5.47777654424865
STK25	5.56176840949019
SLC12A4	3.54373833086087
BRCA1	4.65204744359769
GBL	5.58418928886879
C14orf108	8.00040805711688
CDC25B	7.988773259181
BMP3	3.32941423651786
MAP1LC3C	3.58355878358068
TMEM180	3.75226548117697
CRYGC	3.74987116599858
SLK	6.61419489934649
POU3F1	3.31234441712370
C20orf32	3.72063682525909
USP52	6.1088134783193
HIGD1B	4.12360835482163
BAZ1B	6.95339809010628
USP6NL	5.91315639985294
SLCO2B1	4.84447141055322
ABCD4	4.26358069127534
DIMT1L	6.82459414433518
SLC25A46	7.4057008553291
LARP7	7.57561264346626
TEK	3.61569675708946
CD160	3.53138229346988
TERF2IP	7.44279799514285
PHF20	6.51363953814786
COL1A1	4.9781952141296
KIAA0090	6.65136127464739
GTPBP1	4.32747671595881
GRK5	4.08550892885632
AP1S2	5.90699286433337
RAB33B	4.74512660645053
CA11	3.86448278053832
ALDOC	5.2887941360575
NUDT1	5.8601395764533
ZNF212	5.87697045280792
ACBD3	6.75910766362782
ZNF83	6.15932997334474
PRDM2	5.25183473253631
GDPD5	3.94754651700299
PDCD4	6.77564011772404
CEP350	7.86097905811655
FOXP3	3.09302112084588
SMYD3	6.38164380839309
CST7	3.70725137640019
SELL	3.97358193986349
CIAO1	6.765811955762
LGI2	4.16722027624322
WDR45	6.08957073862267
ANKRD6	6.58881377995037
LTBP4	3.48691957654269
PSCD3	3.33156702684297
PYY	3.09807578848808
KCNC1	2.99310268483475
SIRT6	3.92115385279538
CCL19	3.71891138502841
ARHGEF9	4.45047994331669
ABR	4.79533677961632
C10orf22	6.65211540779156
