Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B06_472050
Composite Element REF	Signal
AACS	5.70595915611073
FSTL1	6.62034155349461
ELMO2	4.54445628768087
CREB3L1	3.65645901560179
RPS11	9.18515612365488
PNMA1	8.00969571719998
MMP2	5.46516854508254
SAMD4A	3.64494458064692
SMARCD3	5.26764896571515
A4GNT	4.03040412548054
C9orf39	3.34537370626185
PKNOX2	3.79011349823248
RALYL	3.55368190339976
ZHX3	4.26892814901024
ERCC5	5.42683635977696
RXFP3	3.15400561046723
APBB2	3.85256503580153
BBOX1	6.09795029222115
PRO0478	3.20659514076738
GCSH	6.26236873675405
XDH	4.85142728034763
EDN1	3.46198395859902
MTERF	6.24855708600541
PDCL3	7.21567459194284
CLK4	6.48684680310554
KCNG1	3.91162193693105
CXCR4	7.47773998840755
DECR1	8.49672982458342
SALL1	3.59574793394965
PTPRR	3.39549922677522
CADM4	3.55726069894371
IRAK1	6.25065290825505
CFHR5	3.45052424422786
HNRPD	7.24713900194277
TMSB10	11.8940168129160
CXCL3	3.92161724157947
LMAN1	3.61465761660160
SUHW1	3.74393607337714
CHD8	6.18693590366444
SUMO1	8.12508785841965
GP1BA	3.51062184837848
OR7A10	3.82468940458941
DDB1	7.22157104411027
CHRNA10	3.58092845905295
STYK1	4.58975148357448
MYO9B	4.04560803533241
CCNI	9.07369392958682
MMP7	9.13023778448485
EP300	6.54383801929987
CRNKL1	6.9379621113769
C9orf45	3.71943363121331
XAB2	4.11993008673438
RTN1	3.72957241095942
HIC2	3.68057693512323
TBX10	3.30593064410807
CENPQ	4.65093953701858
UTY	3.21021130320861
OR2W1	2.88812292144209
ATP5G2	9.64466991973564
ZEB1	3.52057875848719
ZG16	3.5296600273105
ERG	3.93217572598941
PARN	6.37241555039812
SOD2	5.70043051042517
JOSD3	7.30954504768719
ADAM5P	3.06362120885776
CHD9	5.97052872146493
hCG_40738	3.78890846744624
STK16	4.65627962503668
PDE1C	3.69814634652646
SEMA4D	4.41263961733131
AGPAT1	5.8831808875083
TOB2	5.79368248229966
BANK1	4.90121419701327
MAP3K3	4.86585935498474
MAX	4.52739813610987
GRM2	4.16401290562637
OSBPL8	7.0071953234321
PROSC	5.13400807613527
NR4A2	5.81945251964734
RICS	4.34050102900001
PIR	4.05781973243819
PPCS	8.57803943710646
IPO9	5.49823128876824
LONP1	5.23809899239142
EVC	3.78263454842906
CXCL13	5.6565312456495
SCYL3	5.34158940134306
KIAA1199	5.0362695475105
SORL1	8.2123040092298
NAT10	6.12674401046676
CHD1	5.37793571040393
SYN3	3.73452657385743
DMC1	4.09576255814675
SLC22A2	3.63856738301829
SERPINF1	5.92142738186925
C20orf27	5.18204330269136
OR7A17	3.2511499443827
RPS6KA5	4.27381608361954
LHB	3.51975225539788
TAOK3	4.46458987069468
STK25	5.34334419239705
SLC12A4	3.70501555332804
BRCA1	3.50231916060523
GBL	4.33540821096168
C14orf108	8.21404351457317
CDC25B	6.16968665201867
BMP3	3.37705811415732
MAP1LC3C	3.82239111146655
TMEM180	3.64652630023394
CRYGC	3.68835063511165
SLK	4.87884730628023
POU3F1	3.44607983117460
C20orf32	4.38903087730665
USP52	5.3359740447559
HIGD1B	4.11943447709187
BAZ1B	5.9445561356419
USP6NL	5.17566801854541
SLCO2B1	3.93283118633149
ABCD4	4.38118910312521
DIMT1L	4.88617603574267
SLC25A46	6.55949565954303
LARP7	6.51033052635665
TEK	3.84838033869017
CD160	3.63619080643906
TERF2IP	6.78690462156608
PHF20	5.59642887309274
COL1A1	6.29379590781514
KIAA0090	5.08589269602695
GTPBP1	4.28607503447327
GRK5	3.55470125808646
AP1S2	4.20294882431143
RAB33B	5.78959334211981
CA11	3.85161466533643
ALDOC	4.88717421609131
NUDT1	4.26832125668238
ZNF212	5.08167034501648
ACBD3	6.40626392392574
ZNF83	5.35989992971788
PRDM2	4.41536551889231
GDPD5	4.36024885498911
PDCD4	4.89796664207798
CEP350	5.50206647435152
FOXP3	3.38010483717287
SMYD3	4.60667302450724
CST7	4.05166416632816
SELL	4.02186564213615
CIAO1	6.33264972978203
LGI2	3.73709247738624
WDR45	5.38837905451683
ANKRD6	5.28563630794591
LTBP4	4.04438594755360
PSCD3	3.57188153840326
PYY	3.30259555790782
KCNC1	3.1959886492573
SIRT6	3.98663534376418
CCL19	3.90976456517203
ARHGEF9	3.68858818774783
ABR	4.00110044115097
C10orf22	5.75363349680686
STK17A	4.57570242231892
FOXE1	3.65104785792868
GML	3.38461329376857
CNGA3	3.05068632504395
CD38	3.94179825333460
ZDHHC6	4.96567465187564
NEFH	6.92214646505516
PGBD5	3.20700061271684
CTDSP2	6.45532809834677
RMND5B	5.07141407873827
ZNF257	4.37914591456751
DUSP4	4.09217757024177
FLJ22167	4.8378041288812
EXOSC7	6.66430545621111
ROR2	3.59660755926572
FOXM1	4.33075470538354
