Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D10_491236
Composite Element REF	Signal
AACS	6.19227791275858
FSTL1	7.5075268213449
ELMO2	5.55087287480096
CREB3L1	3.98900341801919
RPS11	10.3880037484502
PNMA1	8.65096932881782
MMP2	5.91811093402407
SAMD4A	4.13576423145124
SMARCD3	6.59996787558573
A4GNT	3.83770318705751
C9orf39	3.48737306991451
PKNOX2	3.98168424849909
RALYL	4.11953215621232
ZHX3	4.56537824857044
ERCC5	6.34520407988125
RXFP3	2.8847589240965
APBB2	3.51685780347093
BBOX1	7.92037457369642
PRO0478	3.11494169636045
GCSH	7.71809227191768
XDH	5.0284859978748
EDN1	3.42114310210817
MTERF	6.59379822764982
PDCL3	6.83844483409078
CLK4	6.88569572176861
KCNG1	4.11968190746728
CXCR4	8.2903226472969
DECR1	8.43663187102178
SALL1	2.93463032374029
PTPRR	3.70177844479072
CADM4	3.25669460181598
IRAK1	8.15846531065823
CFHR5	3.35465145997545
HNRPD	7.43647137182759
TMSB10	12.0877239075252
CXCL3	4.19408260942476
LMAN1	3.73191250402604
SUHW1	3.57437490311842
CHD8	6.18377317395837
SUMO1	8.244456750966
GP1BA	3.44626223822508
OR7A10	3.72056721269193
DDB1	8.1367359955708
CHRNA10	3.77695935943512
STYK1	3.66326057536288
MYO9B	4.27097892851636
CCNI	9.49917972526591
MMP7	8.19994127723595
EP300	5.94227725604015
CRNKL1	7.66039736354524
C9orf45	3.17328582881463
XAB2	5.19655710403085
RTN1	4.25216501938455
HIC2	3.82472795358753
TBX10	3.4999900032466
CENPQ	5.45960171508605
UTY	3.18552078473486
OR2W1	3.04455988026445
ATP5G2	11.3319604459661
ZEB1	3.37257244307389
ZG16	3.7148659631541
ERG	3.79273509747834
PARN	6.89709365342443
SOD2	6.26610624031015
JOSD3	8.55646150019953
ADAM5P	3.36227574882892
CHD9	6.16572342980266
hCG_40738	3.74199511755749
STK16	4.68493680857403
PDE1C	3.92044935841499
SEMA4D	4.98970337435118
AGPAT1	6.44467875706567
TOB2	6.677374906066
BANK1	5.53585877214102
MAP3K3	5.11285387108279
MAX	5.4819025078899
GRM2	3.91314324876618
OSBPL8	7.56821174904144
PROSC	6.60581643931326
NR4A2	4.29933646132463
RICS	4.29524302973979
PIR	5.28919840699952
PPCS	9.35923708771005
IPO9	6.0377294201064
LONP1	7.21871975370752
EVC	4.10578017571441
CXCL13	4.61740681752879
SCYL3	5.99448076584562
KIAA1199	4.46000298819288
SORL1	7.80558920168844
NAT10	7.56168789655446
CHD1	6.70808235095052
SYN3	3.88621046404536
DMC1	3.64944400889572
SLC22A2	3.8854559237387
SERPINF1	5.65678151333927
C20orf27	6.56644210226313
OR7A17	3.36914175717603
RPS6KA5	4.59826143130391
LHB	3.27479814025773
TAOK3	4.7080659277543
STK25	5.53063601228623
SLC12A4	3.66966526176196
BRCA1	3.80815073650903
GBL	5.7001509700648
C14orf108	9.00107810028064
CDC25B	7.3233896196279
BMP3	3.26089743000857
MAP1LC3C	3.49415951877879
TMEM180	3.6692492744303
CRYGC	3.7054756723779
SLK	5.97309780138143
POU3F1	3.37477404806996
C20orf32	3.74440160481016
USP52	6.4520988116334
HIGD1B	3.78786251567153
BAZ1B	5.87874087151173
USP6NL	4.58190473603784
SLCO2B1	4.04969834950762
ABCD4	4.90068543619775
DIMT1L	6.64002125005688
SLC25A46	7.76179894227918
LARP7	6.65253056556862
TEK	3.81496074529124
CD160	3.77526836738415
TERF2IP	7.4746555899808
PHF20	5.65028560543358
COL1A1	6.15756852115331
KIAA0090	6.18818420324332
GTPBP1	4.50536721291347
GRK5	3.57767545348710
AP1S2	6.53332105748413
RAB33B	5.17205662226738
CA11	3.80270429582943
ALDOC	5.32440375800176
NUDT1	5.37330832229898
ZNF212	5.11481305277915
ACBD3	7.41517374610027
ZNF83	5.009923416562
PRDM2	4.77505542181241
GDPD5	4.82875912907437
PDCD4	5.89428887319677
CEP350	5.79590836210593
FOXP3	3.23809884657389
SMYD3	7.18338474711709
CST7	4.07414146275251
SELL	3.86294140414499
CIAO1	6.86815864538875
LGI2	3.64329296737438
WDR45	6.44776984224763
ANKRD6	5.62088182123118
LTBP4	5.13261645186829
PSCD3	3.33406114622960
