Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B03_472056
Composite Element REF	Signal
AACS	6.43742114520785
FSTL1	6.84533288314186
ELMO2	5.6902658430502
CREB3L1	3.82643870514853
RPS11	9.5736818544458
PNMA1	8.12553470869276
MMP2	3.68215706715535
SAMD4A	3.59956602674358
SMARCD3	7.13946516822049
A4GNT	3.66263426122548
C9orf39	3.63614112136491
PKNOX2	4.65953562490661
RALYL	3.21054159598119
ZHX3	4.28735814316018
ERCC5	5.74182214632593
RXFP3	3.04307151913641
APBB2	4.90457242594632
BBOX1	6.53146225477368
PRO0478	3.12296018988658
GCSH	7.51043182568275
XDH	3.41611688846526
EDN1	3.68702406091139
MTERF	6.27170679744708
PDCL3	9.05336032927347
CLK4	6.32868328089964
KCNG1	3.62911011140088
CXCR4	6.45334725625763
DECR1	6.96663526245527
SALL1	3.03792492983826
PTPRR	3.47454890030569
CADM4	3.80363924705777
IRAK1	7.2776482319781
CFHR5	3.32591642684120
HNRPD	8.03370764019049
TMSB10	12.453747509938
CXCL3	3.60273080234042
LMAN1	3.94001709204501
SUHW1	3.46523394909802
CHD8	6.21066421018887
SUMO1	8.06021105237798
GP1BA	3.36046548386246
OR7A10	3.97135831057688
DDB1	7.79098348746134
CHRNA10	3.81375976431273
STYK1	3.40368054127295
MYO9B	4.29928153554849
CCNI	9.8649224263107
MMP7	4.55761105638526
EP300	5.5881277489448
CRNKL1	8.20877509256343
C9orf45	3.64153340815163
XAB2	4.42336831701086
RTN1	7.1087661095505
HIC2	3.88647320867697
TBX10	3.51404545074946
CENPQ	4.40255762924036
UTY	3.11874784531824
OR2W1	2.83735498460708
ATP5G2	10.1069066538965
ZEB1	3.14453782321144
ZG16	3.41756244452929
ERG	3.54865707491133
PARN	7.28533532928988
SOD2	4.06464426462732
JOSD3	8.50900815332893
ADAM5P	3.06743633030114
CHD9	6.67656521703786
hCG_40738	4.56823726751533
STK16	4.45562396814156
PDE1C	3.33482497369012
SEMA4D	6.12539202807519
AGPAT1	5.44377648952099
TOB2	6.30453696012854
BANK1	3.47953223312843
MAP3K3	4.96400764778869
MAX	5.25032878142034
GRM2	3.52449448850414
OSBPL8	7.30336827917714
PROSC	4.26069101720132
NR4A2	6.00682529933028
RICS	4.03054961239364
PIR	3.21109647218048
PPCS	8.40432782784828
IPO9	6.6655706755825
LONP1	5.78875695895176
EVC	4.09359583979769
CXCL13	3.93127648418134
SCYL3	4.78915421184476
KIAA1199	5.31600608285847
SORL1	7.61607259451427
NAT10	7.17817168845963
