Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A03_464128
Composite Element REF	Signal
AACS	6.81457229626222
FSTL1	6.99634236986921
ELMO2	5.6022601649232
CREB3L1	3.50833170062886
RPS11	9.89476781521295
PNMA1	7.84244434254635
MMP2	5.88068959025742
SAMD4A	3.76007819507331
SMARCD3	4.6992190246404
A4GNT	3.68679223369772
C9orf39	3.49045797136481
PKNOX2	3.81362552093926
RALYL	3.49699075905329
ZHX3	4.05270485311584
ERCC5	6.1656539744739
RXFP3	2.84069956489603
APBB2	4.52448193435587
BBOX1	4.62551254482262
PRO0478	2.90086662376501
GCSH	8.50769642153233
XDH	4.18912401892784
EDN1	3.03904738334107
MTERF	6.30463666305236
PDCL3	7.41369519536813
CLK4	5.91623192084449
KCNG1	3.2964867867852
CXCR4	7.61871135901307
DECR1	8.03965304157288
SALL1	3.13262147196786
PTPRR	5.04555787859291
CADM4	3.13756656183164
IRAK1	9.05955257609004
CFHR5	3.08061196971799
HNRPD	8.82931210757449
TMSB10	12.2579521771158
CXCL3	3.67521698641749
LMAN1	4.55832214422648
SUHW1	3.41026384208926
CHD8	4.84667055923168
SUMO1	8.15599694794144
GP1BA	3.08919247554652
OR7A10	3.87671683656793
DDB1	7.33019489164366
CHRNA10	3.46674115706682
STYK1	5.47830094450599
MYO9B	5.1542238463597
CCNI	10.3518792984296
MMP7	6.66374039176575
EP300	6.450896091708
CRNKL1	6.34213558620087
C9orf45	3.09430243831715
XAB2	3.85743823440614
RTN1	3.85677903563137
HIC2	3.74587565205649
TBX10	3.50284928147554
CENPQ	4.97091141829565
UTY	3.24068595326406
OR2W1	2.88656046950239
ATP5G2	10.2456084105592
ZEB1	3.22790247965108
ZG16	3.43214260246991
ERG	3.94808708572937
PARN	7.20189836119383
SOD2	7.65927102436323
JOSD3	8.19581357952114
ADAM5P	3.26304779175469
CHD9	6.85436839841251
hCG_40738	3.50439786151247
STK16	5.65495227124
PDE1C	3.42966711596308
SEMA4D	5.81340612550684
AGPAT1	6.16241069153233
TOB2	6.89362149378417
BANK1	7.62106410195937
MAP3K3	5.54994373406677
MAX	4.94686077413425
GRM2	3.58133024473021
OSBPL8	7.70599658375358
PROSC	5.52636383684655
NR4A2	6.20995528172342
RICS	4.96271785477746
PIR	8.02779955053771
PPCS	8.78308126419414
IPO9	6.41104244836928
LONP1	6.55974000235203
EVC	4.4434046993594
CXCL13	4.33002114519197
SCYL3	5.47428313197338
KIAA1199	3.90819496427093
SORL1	9.28789481821658
NAT10	5.97585478854592
CHD1	7.1719888450701
SYN3	3.28549958421591
DMC1	4.07246662689822
SLC22A2	3.74736048866295
SERPINF1	5.75324205332445
C20orf27	5.62315454527115
OR7A17	3.10330846119169
RPS6KA5	3.94578931757305
LHB	3.20575209180355
TAOK3	5.77655983828918
STK25	5.68130823211181
SLC12A4	3.74240144637806
BRCA1	4.1174091141829
GBL	6.15845483232232
C14orf108	7.33725139687986
CDC25B	6.93024681605029
BMP3	3.07765921189141
MAP1LC3C	3.37094915416527
TMEM180	3.67877913937369
CRYGC	3.49993600697819
SLK	8.42234520601508
POU3F1	3.22095127336696
C20orf32	3.62286252562228
USP52	5.15087960939758
HIGD1B	3.75531925414
BAZ1B	6.75498666267814
USP6NL	6.32686366243984
SLCO2B1	4.13915177039239
ABCD4	4.55140000644868
DIMT1L	6.15389910802116
SLC25A46	7.46599926714629
LARP7	7.67383332075348
TEK	3.54707338432435
CD160	3.62451960896504
TERF2IP	7.86456203056616
PHF20	6.12077401992187
COL1A1	6.04843066396508
KIAA0090	6.71505445446428
GTPBP1	4.21198391953112
GRK5	3.65382046884635
AP1S2	5.4179302690637
RAB33B	5.35908155386846
CA11	3.9269568450214
ALDOC	4.33499841529513
NUDT1	6.11651403244817
ZNF212	5.38014408469321
ACBD3	7.86479304930828
ZNF83	5.64859095034192
PRDM2	5.00617247688182
GDPD5	4.4939947918717
PDCD4	5.5658240077858
CEP350	6.47274412988473
FOXP3	3.16528134244378
SMYD3	7.8576661257709
CST7	4.94519795768032
SELL	5.88195682115411
CIAO1	6.47409816694361
LGI2	3.42321505693046
WDR45	7.16331046656138
ANKRD6	7.53294608896829
LTBP4	3.66885729099061
PSCD3	3.31684525059978
PYY	7.50297404460435
KCNC1	3.00767217566854
SIRT6	3.74530646621642
CCL19	3.74453700580096
ARHGEF9	3.62605622883319
ABR	4.3043947740679
C10orf22	6.96449317130704
STK17A	7.32565845595517
FOXE1	3.41906276497783
GML	3.50821368782488
CNGA3	2.94365072050293
CD38	6.29425207614741
ZDHHC6	6.62880105432713
NEFH	9.04467926968116
PGBD5	3.5008898867241
CTDSP2	8.18974208023966
RMND5B	5.49807469783455
ZNF257	4.0492218929051
DUSP4	5.17435702079204
FLJ22167	6.94878837302948
EXOSC7	7.01951403862598
ROR2	4.16528471649888
FOXM1	5.66162035090725
ZBTB48	4.14551038332402
BUD31	8.19516656809012
MAOA	4.05310639661207
CCDC41	4.21145196223864
TNNT3	3.44011144125644
FBXO11	6.77555904412834
GYPC	5.88632462986145
PLIN	3.41028700709758
RFXAP	3.24295833403305
C6orf15	3.79170473323935
RNF4	8.95143288899924
F8A1	8.59623287292831
PPP1R3D	4.39362023354013
GRB2	8.36367706997311
TPM3	2.90672997780303
SYT13	3.60530237962799
EPB42	3.52016136884991
RP5-1077B9.4	5.52623725883989
EIF1	10.6195967038017
CETN3	8.23992376483921
FPGT	5.5657389569624
PRY	3.39974717120439
NTHL1	6.11010618868537
POLR2B	8.836805947524
