Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A07_443086
Composite Element REF	Signal
AACS	6.8282428438804
FSTL1	8.2932009328887
ELMO2	5.07703376156729
CREB3L1	3.64808466762876
RPS11	10.2775764417200
PNMA1	8.97939920161049
MMP2	5.19773877897785
SAMD4A	3.67847388005096
SMARCD3	4.30582880449336
A4GNT	3.76174569129671
C9orf39	3.35267833391454
PKNOX2	4.10856864318026
RALYL	3.1761277889736
ZHX3	4.40729058836556
ERCC5	6.69043466296705
RXFP3	2.88984361101203
APBB2	5.73695389929855
BBOX1	4.28050743015245
PRO0478	2.8885019131078
GCSH	9.41265705943563
XDH	3.65851888005726
EDN1	3.37836140843237
MTERF	6.28847649557631
PDCL3	7.77694480595829
CLK4	5.83886527451253
KCNG1	4.48062566605738
CXCR4	7.47254273049331
DECR1	8.08328843393288
SALL1	4.03009963316214
PTPRR	3.31935004304354
CADM4	3.60425459122351
IRAK1	9.17751093600157
CFHR5	3.16360376686331
HNRPD	8.30902664060478
TMSB10	11.2120921581786
CXCL3	3.69904900489334
LMAN1	3.67555879231100
SUHW1	3.45381556839058
CHD8	6.29723549383874
SUMO1	8.1669174464719
GP1BA	3.03577319972594
OR7A10	3.86908029309428
DDB1	7.8464222725282
CHRNA10	3.80539721801809
STYK1	3.28311605549154
MYO9B	5.00526131894185
CCNI	9.47560950538072
MMP7	9.04519039813011
EP300	6.9212092529778
CRNKL1	6.82997981376941
C9orf45	3.21467841209178
XAB2	4.79106608430937
RTN1	3.85780762619903
HIC2	4.42260108387107
TBX10	3.58330386419234
CENPQ	5.12143565743661
UTY	3.23060744813836
OR2W1	2.82677723790108
ATP5G2	10.7019743627312
ZEB1	3.31404962908402
ZG16	3.29637153427187
ERG	3.9088011350096
PARN	6.83969194997494
SOD2	5.71551033606783
JOSD3	8.12383486755625
ADAM5P	3.18277638018715
CHD9	4.43772591584402
hCG_40738	3.71469306175439
STK16	5.37133769757321
PDE1C	3.63504761659956
SEMA4D	5.4395085497636
AGPAT1	6.53101086746942
TOB2	6.71045311919368
BANK1	3.19500702346498
MAP3K3	5.37865721906487
MAX	5.2353750301154
GRM2	3.78456875278782
OSBPL8	7.37824708968566
PROSC	5.081828790616
NR4A2	4.15867994570488
RICS	4.10090964201705
PIR	3.75522979620530
PPCS	9.06735803883185
IPO9	6.62042378120281
LONP1	7.24575491421516
EVC	4.49308399743545
CXCL13	4.74138427805579
SCYL3	5.34078161868335
KIAA1199	7.21381827598543
SORL1	7.70561540896944
NAT10	6.49543688743098
CHD1	6.66550030628921
SYN3	3.53853672856559
DMC1	3.7554106422245
SLC22A2	3.47541963865166
SERPINF1	5.6114484581211
C20orf27	7.0273387561352
OR7A17	3.20773631064502
RPS6KA5	5.22763400965543
LHB	3.41681749607529
TAOK3	4.76189113790417
STK25	7.35370211213546
SLC12A4	3.74595830842012
BRCA1	4.19163593935128
GBL	5.60116957648504
C14orf108	8.77186058315117
CDC25B	6.60263430869669
BMP3	3.31748438104087
MAP1LC3C	3.40924835749831
TMEM180	3.94750629836953
CRYGC	3.84883169808672
SLK	6.32182173689572
POU3F1	3.25346319329832
C20orf32	3.83801234118158
USP52	5.61175551473793
HIGD1B	4.23985677201236
BAZ1B	7.02227365871539
USP6NL	6.17097088825215
SLCO2B1	3.91047484419232
ABCD4	4.70709820833715
DIMT1L	6.33396836821163
SLC25A46	7.33407519885026
LARP7	7.87974046897286
TEK	3.60318702114865
CD160	3.73706461837807
TERF2IP	8.11230554860462
PHF20	5.85759247552261
COL1A1	5.90583217018129
KIAA0090	5.49065627343334
GTPBP1	4.35459012644197
GRK5	4.01967979870375
AP1S2	4.60270917111063
RAB33B	4.25121569237151
CA11	4.03284447770802
ALDOC	5.5903228603753
NUDT1	6.40041772433795
ZNF212	5.74333920540454
ACBD3	7.53191992415319
ZNF83	6.06330208550396
PRDM2	4.79808531542665
GDPD5	6.21899845768759
PDCD4	6.32339305579405
CEP350	6.69516785191647
FOXP3	3.31521301030978
SMYD3	7.43856319566752
CST7	3.94229497725306
SELL	3.63450886209818
CIAO1	6.66338448078318
LGI2	3.84984392572433
WDR45	6.7543932285406
ANKRD6	8.7520011173655
LTBP4	4.59154597231282
PSCD3	3.51178317117702
PYY	3.22631325601763
KCNC1	3.05802377248337
SIRT6	4.03085367307788
CCL19	3.90966862644795
ARHGEF9	4.43792042743951
ABR	4.30526800133909
