Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B02_472058
Composite Element REF	Signal
AACS	7.79009370608898
FSTL1	8.37911470648785
ELMO2	4.7737036553807
CREB3L1	3.78954846999302
RPS11	9.17701966063664
PNMA1	9.47352566504635
MMP2	4.80429815863114
SAMD4A	3.57731679544775
SMARCD3	3.60800061870093
A4GNT	3.76697457455726
C9orf39	3.2319859293447
PKNOX2	3.80040001169044
RALYL	3.22328394956675
ZHX3	4.34025787957691
ERCC5	5.91686032201639
RXFP3	3.01985113761915
APBB2	5.42512611630592
BBOX1	3.20127890513578
PRO0478	3.04243222546452
GCSH	9.1159932847311
XDH	3.50460104536206
EDN1	3.4639316642343
MTERF	5.75729793262008
PDCL3	7.66715107427361
CLK4	5.18990130350772
KCNG1	3.77841657316637
CXCR4	7.27728825158974
DECR1	8.34473435576883
SALL1	3.19291689241237
PTPRR	3.26810704882751
CADM4	4.00303487917484
IRAK1	9.44926491375633
CFHR5	3.52228794441994
HNRPD	7.53878748791928
TMSB10	11.731083024008
CXCL3	3.26764139405206
LMAN1	3.98286531480063
SUHW1	3.55373814304210
CHD8	6.69695331003688
SUMO1	8.89228237974503
GP1BA	3.36139258795182
OR7A10	3.76754507671020
DDB1	7.68235266691981
CHRNA10	3.54236180840961
STYK1	3.63944151305776
MYO9B	5.61427231006904
CCNI	9.4976533034558
MMP7	7.86331922158641
EP300	7.07805158958403
CRNKL1	6.22843926981072
C9orf45	3.20303503354662
XAB2	4.25068326430931
RTN1	3.53339283115166
HIC2	3.64882482938341
TBX10	3.57214924199756
CENPQ	4.32516612498856
UTY	3.16507873130844
OR2W1	3.03178498621310
ATP5G2	10.3042358600368
ZEB1	3.19205768062136
ZG16	3.38492270847009
ERG	3.55408865406387
PARN	9.94485197745853
SOD2	5.77944825214477
JOSD3	7.63280066428553
ADAM5P	3.09809651601439
CHD9	5.89324977093046
hCG_40738	4.73532887030793
STK16	4.96062578613769
PDE1C	3.55978398899698
SEMA4D	5.1144083065526
AGPAT1	6.41997226127323
TOB2	7.25154164254302
BANK1	3.68845991845113
MAP3K3	4.97199253009758
MAX	5.47022269018435
GRM2	3.63015967711604
OSBPL8	7.40570462023342
PROSC	5.1868006793735
NR4A2	5.07547604837768
RICS	4.64610963058040
PIR	4.93343538057218
PPCS	9.40581626465438
IPO9	6.21502590867585
LONP1	7.35938415903016
EVC	4.47145592808332
CXCL13	4.25656576075529
SCYL3	4.92367984422518
KIAA1199	6.551051423923
SORL1	7.21171751987767
NAT10	6.44753440658998
CHD1	5.94095139642266
SYN3	3.45823462326785
DMC1	4.09396408768154
SLC22A2	3.80213244106129
SERPINF1	6.41109599606829
C20orf27	5.38787455013925
OR7A17	3.09375169184054
RPS6KA5	4.80334934491732
LHB	3.30528943554054
TAOK3	5.47005297231784
STK25	6.5208519568053
SLC12A4	3.55653330121719
BRCA1	4.19510798030597
GBL	5.37675177636613
C14orf108	8.04923269676896
CDC25B	6.40500378927512
BMP3	3.07295885048047
MAP1LC3C	3.3699541816152
TMEM180	4.00395842067276
CRYGC	3.65916527946317
SLK	6.7451418948896
POU3F1	3.18812276494118
C20orf32	3.94201579810316
USP52	5.50027186987197
HIGD1B	4.1570079373107
BAZ1B	7.66697484979643
USP6NL	4.68121149090005
SLCO2B1	3.93671431131745
ABCD4	4.53666886988478
DIMT1L	5.19689443839628
SLC25A46	6.33219721097145
LARP7	7.05168789451978
TEK	3.6381464189405
CD160	3.32795592811468
TERF2IP	7.18709604117998
PHF20	6.0018637754689
COL1A1	6.54311845633491
KIAA0090	5.92817370379923
GTPBP1	4.14667152604479
GRK5	3.51163672997634
AP1S2	4.55719197309319
RAB33B	3.95981643858152
CA11	3.7765936713775
ALDOC	6.30335894152062
NUDT1	5.54155218432168
ZNF212	5.64856308417601
ACBD3	7.66504829963673
ZNF83	5.27493630830639
PRDM2	4.83373497993779
GDPD5	4.07476800466095
PDCD4	6.03611557887091
CEP350	5.96241003218292
FOXP3	3.24249786400087
SMYD3	5.92157002868197
CST7	3.68053959330752
SELL	3.37560875976881
CIAO1	5.79576937614368
LGI2	3.62503868831355
WDR45	7.44350511743905
ANKRD6	6.51733863298076
LTBP4	3.82294682738132
PSCD3	3.56300199080709
PYY	3.22475863179076
KCNC1	3.00990804414291
SIRT6	4.02385839161739
CCL19	3.77984126475664
ARHGEF9	4.43206956220015
ABR	4.03313141553014
C10orf22	6.0775319269349
STK17A	4.82224414886537
FOXE1	3.28744156703699
GML	3.37704844690283
CNGA3	3.00632385253095
CD38	3.66272856246066
ZDHHC6	7.48050770691977
NEFH	3.33267321918635
PGBD5	3.49376250596378
CTDSP2	7.0195678236658
RMND5B	6.14075255474202
ZNF257	4.41759939858867
DUSP4	3.15153470866217
FLJ22167	5.25253146697024
EXOSC7	6.46973819028427
ROR2	3.29138052650458
FOXM1	5.77776348684385
ZBTB48	4.67077941298205
BUD31	8.37556567686365
MAOA	4.12778986753135
CCDC41	4.56032397035884
TNNT3	3.94989936107915
FBXO11	5.21770985058684
GYPC	4.81922767306686
PLIN	3.50254825207681
RFXAP	3.50337120011262
C6orf15	3.82906846302197
RNF4	8.44698684174426
F8A1	8.2976152986964
PPP1R3D	4.16434258857688
GRB2	7.64048039272187
TPM3	3.49845275190205
SYT13	3.83444076565014
EPB42	3.48139826328374
RP5-1077B9.4	5.43462415571804
EIF1	10.2590375009828
CETN3	5.25901177550296
FPGT	4.11877271291891
PRY	3.55604980323563
NTHL1	4.6029923899651
POLR2B	9.24838162099365
