Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B09_472044
Composite Element REF	Signal
AACS	6.69494094190148
FSTL1	6.52989863592424
ELMO2	5.64734028283188
CREB3L1	3.4558231036386
RPS11	9.46055538453758
PNMA1	8.3829788417644
MMP2	5.18572387203322
SAMD4A	3.51341738212859
SMARCD3	4.64147100742269
A4GNT	3.39387641365003
C9orf39	3.13031980779961
PKNOX2	4.39052415122333
RALYL	3.24051651580493
ZHX3	4.54648956143275
ERCC5	5.17527877382455
RXFP3	3.17779665051216
APBB2	4.2659623610106
BBOX1	6.181760399163
PRO0478	3.00260524723231
GCSH	8.53176076161518
XDH	3.33865179278455
EDN1	4.34752202437853
MTERF	6.34250199086914
PDCL3	7.57313332558155
CLK4	4.96193802177211
KCNG1	3.64933622540313
CXCR4	8.84722809216426
DECR1	7.59479032095252
SALL1	3.82151582602827
PTPRR	3.4665781233669
CADM4	3.30925540115130
IRAK1	7.99427202674277
CFHR5	3.23141588512749
HNRPD	7.88620171747334
TMSB10	11.8775730339856
CXCL3	3.80220463802406
LMAN1	4.30274433508872
SUHW1	3.62894775069984
CHD8	6.50092500994333
SUMO1	8.21475962561131
GP1BA	3.13341097894198
OR7A10	3.38488227362172
DDB1	7.88310815538775
CHRNA10	3.66532322938466
STYK1	3.23969626784676
MYO9B	3.91142847127808
CCNI	10.2247378803725
MMP7	5.42775196578515
EP300	7.14029713008581
CRNKL1	6.98912593489472
C9orf45	3.26732777800346
XAB2	4.16669101019989
RTN1	3.61310329182991
HIC2	4.19899919513594
TBX10	3.47727554979385
CENPQ	4.30830180762229
UTY	3.14184208837107
OR2W1	2.87509668680694
ATP5G2	10.4463772248664
ZEB1	3.53347184935465
ZG16	3.48775737247307
ERG	3.700364996359
PARN	6.9841842635982
SOD2	6.41194240650545
JOSD3	5.79545202586019
ADAM5P	3.19185036374338
CHD9	5.38437957515913
hCG_40738	4.14754499192598
STK16	4.3566135634691
PDE1C	3.29015922190345
SEMA4D	5.83104237753471
AGPAT1	5.73494069472663
TOB2	6.79307617210547
BANK1	5.30670575298476
MAP3K3	4.8184913891158
MAX	5.44104818079293
GRM2	3.7009374823469
OSBPL8	7.81674989706141
PROSC	5.93414877493952
NR4A2	3.93238003736685
RICS	4.29613259754677
PIR	5.22664605645648
PPCS	9.65004451047207
IPO9	6.64748818043335
LONP1	7.21638708147991
EVC	3.91185596278109
CXCL13	4.01553058288076
SCYL3	5.72728928945832
KIAA1199	6.63895707962313
SORL1	8.93140283021153
NAT10	7.04926111885518
CHD1	6.71169154687616
SYN3	3.72386463885186
DMC1	3.57108368609849
SLC22A2	3.44207685421717
SERPINF1	6.3672132969367
C20orf27	5.67022898348314
OR7A17	3.39509241946505
RPS6KA5	4.09307062178244
LHB	3.50344011178218
TAOK3	4.77059876997503
STK25	5.9644971373296
SLC12A4	3.60561040792081
BRCA1	4.02985791347178
GBL	5.44671518961807
C14orf108	7.82266223811536
CDC25B	7.79357870324526
BMP3	3.16337389204608
MAP1LC3C	3.53300575767377
TMEM180	3.54285286604993
CRYGC	3.61717933766853
SLK	6.1546418335663
POU3F1	3.43345478512544
C20orf32	3.93671979199868
USP52	5.87543299313822
HIGD1B	3.86269514552777
BAZ1B	7.02902918976063
USP6NL	6.18472993872948
SLCO2B1	3.8628956357543
ABCD4	4.24160848505865
DIMT1L	5.65829615703188
SLC25A46	7.96381058863733
LARP7	6.824820777679
TEK	3.57490033070834
CD160	3.39407234698593
TERF2IP	7.99956438817832
PHF20	5.95508493176445
COL1A1	6.75254020891513
KIAA0090	5.52106170539739
GTPBP1	4.49842548175174
GRK5	3.49590124898527
AP1S2	5.07151260874667
