Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A10_443072
Composite Element REF	Signal
AACS	6.22795255523222
FSTL1	7.30581085660305
ELMO2	4.61297015632228
CREB3L1	3.85122490391196
RPS11	10.2385566409838
PNMA1	7.97230909704689
MMP2	7.11471171802996
SAMD4A	3.77857468551721
SMARCD3	7.00998729574897
A4GNT	3.83340985120743
C9orf39	3.27338585001802
PKNOX2	3.71050524955912
RALYL	3.25437629570061
ZHX3	4.00965369223411
ERCC5	6.14119629555746
RXFP3	3.02612034198234
APBB2	4.08447688625958
BBOX1	7.23617977858767
PRO0478	2.94542713617281
GCSH	8.45246107864129
XDH	3.57675408047868
EDN1	3.25882349126717
MTERF	6.70678634414064
PDCL3	7.45624034631891
CLK4	7.42418525835474
KCNG1	3.49520019703867
CXCR4	8.62368315706146
DECR1	7.54360111527038
SALL1	3.13518211143477
PTPRR	3.48855839941779
CADM4	3.38648878535553
IRAK1	8.64896281339767
CFHR5	3.06053712692161
HNRPD	7.59929167026197
TMSB10	11.7213707359819
CXCL3	5.33733457144584
LMAN1	3.80250699752515
SUHW1	3.57516285732415
CHD8	5.96288691745586
SUMO1	8.02291111239147
GP1BA	3.28239222459395
OR7A10	3.82901037719779
DDB1	7.83291637252813
CHRNA10	3.41786178381583
STYK1	4.29237696462164
MYO9B	4.1615893894281
CCNI	9.3762137729694
MMP7	10.4318839493445
EP300	6.284947195674
CRNKL1	6.22197454125651
C9orf45	3.19022678200494
XAB2	4.50135140324454
RTN1	3.96444875110947
HIC2	3.92204272350402
TBX10	3.57720729016935
CENPQ	4.17768352710531
UTY	3.07631767359302
OR2W1	2.94964818554794
ATP5G2	10.4238483837936
ZEB1	3.75240780300593
ZG16	3.45626090443731
ERG	3.73710537489303
PARN	7.06324546212561
SOD2	7.30190096845576
JOSD3	8.49042859096228
ADAM5P	3.2343530391925
CHD9	7.15809991079717
hCG_40738	3.87401541889011
STK16	4.82370114994793
PDE1C	3.53341517057117
SEMA4D	5.67505413168811
AGPAT1	6.19797463803425
TOB2	6.66210582126041
BANK1	4.61064786766597
MAP3K3	5.80644646942288
MAX	5.0591160110936
GRM2	3.53224378591983
OSBPL8	6.71090131574732
PROSC	6.0909558864865
NR4A2	5.74142604430541
RICS	4.52616393404674
PIR	5.76038839581137
PPCS	8.4783884700399
IPO9	6.3536496214552
LONP1	8.19446771615752
EVC	4.03975593970986
CXCL13	4.65494484388145
SCYL3	5.72020135231087
KIAA1199	6.87340430880029
SORL1	9.09491867704074
NAT10	7.70552144419356
CHD1	6.25314460366843
SYN3	3.44839260939566
DMC1	3.89035288614075
SLC22A2	3.62398047887212
SERPINF1	6.86114087425137
C20orf27	6.21851712014214
OR7A17	3.10042044784114
RPS6KA5	4.60466090453618
LHB	3.40276253418270
TAOK3	5.35726432027175
STK25	5.66147422126181
SLC12A4	3.58688799418421
BRCA1	4.14424824600343
GBL	4.82197761330105
C14orf108	8.14355651100024
CDC25B	7.25746294657303
BMP3	3.03496381516998
MAP1LC3C	3.34159768047058
TMEM180	3.52507437107515
CRYGC	3.64239913267101
SLK	6.52992698519844
POU3F1	3.28667958131860
C20orf32	3.79708301637992
USP52	5.44127986409798
HIGD1B	3.95792982333342
BAZ1B	6.92308098258102
USP6NL	6.16951248985782
SLCO2B1	4.06897601950095
ABCD4	4.68517460306266
DIMT1L	6.69786010773229
SLC25A46	6.65966170142732
LARP7	7.39817728852461
TEK	3.67964449548553
CD160	3.53088779143262
TERF2IP	7.63069317110224
PHF20	6.23257389927781
COL1A1	7.29439161913431
KIAA0090	5.60243631796351
GTPBP1	4.46625698021155
GRK5	3.89885312281558
AP1S2	5.23622839964022
RAB33B	5.05442480186139
CA11	4.68189122332031
ALDOC	4.52404713473069
NUDT1	6.34442188896747
ZNF212	5.38382766981774
ACBD3	6.68601763931522
ZNF83	6.62724876255137
PRDM2	4.60108771792851
GDPD5	4.72397990716582
PDCD4	6.27244811091943
CEP350	7.1582863980383
FOXP3	3.24400198702192
SMYD3	6.62762650078883
CST7	3.77228778961220
SELL	4.25707443603024
CIAO1	6.42577025583958
LGI2	3.77005751080589
WDR45	6.108682213571
ANKRD6	7.59434795599851
LTBP4	3.62838446207946
PSCD3	3.38490769370754
PYY	3.16693521669152
KCNC1	2.99815361712845
SIRT6	4.20852030443851
CCL19	4.03792978792611
ARHGEF9	4.31432752642324
ABR	4.30980341828004
C10orf22	6.96252141365182
STK17A	5.04266566977842
FOXE1	3.50148334212489
GML	3.22154965679213
CNGA3	2.97359393833799
CD38	4.21096483098904
ZDHHC6	7.77268054276723
NEFH	6.48828980516837
PGBD5	3.15893937573961
CTDSP2	7.19681041230126
RMND5B	5.92331614975194
ZNF257	3.62930769974062
DUSP4	3.97755856308227
FLJ22167	5.92089825784955
EXOSC7	7.34155289118123
ROR2	3.54596169239351
FOXM1	5.80978284536804
ZBTB48	4.9423817901509
BUD31	7.2368947663375
MAOA	3.79516681672227
CCDC41	5.11759253419795
TNNT3	3.54171771344213
FBXO11	5.91578466634098
GYPC	5.28351683371489
PLIN	3.38383426019095
RFXAP	3.61706485542847
C6orf15	3.54687856749953
RNF4	8.61240171841961
F8A1	7.32443946861842
PPP1R3D	3.91880492687086
GRB2	7.79761650820944
TPM3	3.2067234556829
SYT13	3.47102742979666
EPB42	3.46363761818405
RP5-1077B9.4	5.13931667579306
EIF1	10.0255137057551
CETN3	7.54185817971853
FPGT	5.22232986743331
PRY	3.36594579622611
NTHL1	5.8155870493708
POLR2B	8.60993090028987
RPS28	12.3849303474998
GDF10	3.01770148159071
COQ9	7.10766422729212
P2RX3	2.79467594265040
GCC2	7.35693588994881
RARRES3	7.65367332833116
PLXNA1	5.48757608960709
WBP4	4.09599766866783
KIAA0100	6.01078674194109
PMF1	6.71803100526366
HS2ST1	5.78367380626774
CRELD2	6.80100137691248
C8G	3.03677259843649
CD82	6.18362765864777
PMM1	4.52218927050383
CBLL1	4.94770934196299
LIM2	3.37940956944806
VAX2	3.47714792651076
SETDB1	5.06480574210565
LRAP	3.88249846009146
GCLM	7.13730075759096
CPEB3	3.85260675200924
PPM1A	6.09491014233752
INTS1	4.11840836762549
MMP16	3.22672027929919
CAMTA1	4.13349987727361
SAMSN1	5.06924045231913
DRD3	2.8161858303077
GMPPA	4.93146207646617
C11orf73	5.67443302545099
AIPL1	3.84521925604625
PTP4A2	9.58627229911377
IL24	3.28288353613460
BDKRB1	3.21003051690853
HPCA	3.60336623071675
MLF1	5.66499189731456
SEC14L1	6.73063628694891
CHFR	5.01154974684098
EMILIN1	3.63080013501066
THADA	6.60528802220988
TAF12	4.85312172399166
NDUFS4	8.32041412863063
ID1	3.88326545729942
PIK3CB	4.5500341848204
COL18A1	7.67858326938105
PDZD3	3.12593240569343
TBC1D17	4.26585351236480
COX8A	10.0513128438713
CDCA4	6.38595729698157
C2orf44	4.39410506539107
C9orf16	7.2920411492879
ERBB2IP	8.34343528503943
EMX2	8.94386575106066
FUS	6.87585872494495
NIPSNAP3B	3.88128333777619
TF	3.22386796558343
CXorf56	5.60342826396552
CLCN4	3.87983963361002
PWP2	6.2825337677521
MMP15	3.73116394208877
MTMR14	5.67784607421786
NPR1	6.90061496310225
DNAL4	4.97540325173406
ELAC2	4.75288306026319
ASS1	10.5892138331573
IPP	5.61180188271144
TMEM59	9.55627356107485
POLR2J	9.11800954167237
SEC23IP	5.18753995216
RGS4	3.80145260642917
UQCRC1	8.81294912397695
SNX6	7.29626523612528
DDX18	7.59231137397605
POLG	5.06466745140504
ADAM23	3.87338093299351
ZNHIT2	4.9412761015757
TFR2	3.4785784401987
NCDN	4.31698027841638
RAG1	3.44695302996112
POMT1	4.62594746384346
CYP1A1	3.39519939566617
SNAPC1	6.05662382466164
GNA11	5.36150088755125
CCDC52	2.73241215775253
CAPN1	7.05958030052066
DDHD2	6.4959089321984
UPF3A	6.73418046903577
LAGE3	6.39507711781962
GNRHR	3.09445934163112
UNC13B	4.75813363162413
TTLL4	4.31884466168038
PPBP	2.83054789483236
HTR3A	5.86898151611123
SDC2	5.09767274762614
ANKRD49	6.49860674553185
BTF3	10.1936345417073
COX7A2	10.8286552283340
SARS	8.23639074996263
C13orf18	3.78871315589644
CACNB1	3.91191300082810
QKI	5.78066661332645
SETMAR	5.9033010982003
LAMB4	3.50132758978551
MAN2B1	6.98477202674276
EML3	5.38257257772388
ACADL	3.25100745604057
OFD1	7.99099549532301
CGA	3.36877433200972
EIF3EIP	10.4113046061921
PEX16	5.29421490915615
GNG12	7.64917491888788
HABP4	4.84414706407589
CNTN2	3.505854309072
ASNSD1	7.16344867832095
FUT4	3.94685890056081
DBH	3.50523550759394
CD53	7.12265692871635
HIST1H2BJ	3.97996197435734
TFAP2B	3.21175821063312
ACF	3.71222544049629
TMEM11	6.20277579265791
CDH8	3.20985297936699
C3orf32	3.84206351228738
AGPS	5.31954671619057
C4orf18	3.14410958313992
PCCB	8.09113139868858
IPO13	4.80986074304202
PECI	7.39185361748952
UNG	7.73256224784364
C6orf105	3.61315343935082
GSTP1	9.29405388788536
SUV420H1	7.4526988533318
ARHGAP15	4.10511259681746
LTBR	7.20946571114155
