Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A09_464140
Composite Element REF	Signal
AACS	6.86291010401823
FSTL1	7.53670870485462
ELMO2	5.67116752645037
CREB3L1	3.47928144545990
RPS11	10.2959168762443
PNMA1	6.16570380479483
MMP2	5.41344987110603
SAMD4A	3.52388614431449
SMARCD3	4.56709336463514
A4GNT	3.55748251617172
C9orf39	3.61353612221179
PKNOX2	3.5848595367667
RALYL	3.23539913527495
ZHX3	3.93788948583914
ERCC5	7.6948210986157
RXFP3	3.06201631893484
APBB2	4.16121093816371
BBOX1	4.12478693699864
PRO0478	3.26913666916055
GCSH	7.11885950857369
XDH	3.73652931140947
EDN1	4.10601877301594
MTERF	6.09226501273865
PDCL3	6.72298675648821
CLK4	6.38105467092814
KCNG1	3.32790029998307
CXCR4	6.02778436742085
DECR1	8.65131232830462
SALL1	3.10562865473246
PTPRR	3.18381087532329
CADM4	3.38288968452046
IRAK1	8.67192433359834
CFHR5	3.22444114659488
HNRPD	7.80332145527002
TMSB10	12.1483602050829
CXCL3	4.72959263616879
LMAN1	4.04593042988514
SUHW1	3.30759578686452
CHD8	4.74204601774584
SUMO1	7.81902209344731
GP1BA	3.19030832856815
OR7A10	3.93820877750074
DDB1	7.22492610394372
CHRNA10	3.71261820124827
STYK1	4.49604953996776
MYO9B	4.35851572512104
CCNI	9.5789663221612
MMP7	9.73806142968914
EP300	6.93688519095965
CRNKL1	8.20875277063598
C9orf45	3.08920346920613
XAB2	4.04552805033625
RTN1	4.60617486155203
HIC2	4.26809648041673
TBX10	3.56723033730349
CENPQ	4.88240647511723
UTY	3.09394571780464
OR2W1	2.83776438809097
ATP5G2	10.3440309054105
ZEB1	3.33997474224124
ZG16	3.41593037182755
ERG	4.7454761479145
PARN	6.82176084661704
SOD2	8.0038736915447
JOSD3	7.96609006767622
ADAM5P	3.14479700853366
CHD9	5.85118820048097
hCG_40738	3.67610299467637
STK16	4.64729262736831
PDE1C	3.53598866032469
SEMA4D	5.37078822772364
AGPAT1	6.28719649566992
TOB2	7.67455705258936
BANK1	3.40352543531643
MAP3K3	5.05400010105662
MAX	4.66788184574592
GRM2	3.80509073906551
OSBPL8	7.57498022513117
PROSC	6.10697771825566
NR4A2	6.67705063320959
RICS	5.77920175065777
PIR	5.06901438411829
PPCS	8.28791806164079
IPO9	6.33289621291089
LONP1	6.83748097468784
EVC	3.70503454326209
CXCL13	4.27822639637251
SCYL3	5.40470423829919
KIAA1199	2.85240673182073
SORL1	9.76154616013618
NAT10	6.85870442182713
CHD1	6.38139944192957
SYN3	3.47139936466871
DMC1	4.12616186308108
SLC22A2	3.4820236776894
SERPINF1	6.44881049425464
C20orf27	6.37828294758243
OR7A17	3.29256597559250
RPS6KA5	5.40346133385276
LHB	3.12944103577792
TAOK3	5.73133643475503
STK25	5.56737449279486
SLC12A4	3.64509052454113
BRCA1	4.06116350443524
GBL	6.01347653802311
C14orf108	8.17156027903019
CDC25B	7.73983261799863
BMP3	3.09076178097293
MAP1LC3C	3.45340490867527
TMEM180	3.82831326168984
CRYGC	3.62678772778309
SLK	7.88986198813175
POU3F1	3.10972052141276
C20orf32	3.74105586679111
USP52	4.84180186105596
HIGD1B	3.64280046301207
BAZ1B	6.56532583143801
USP6NL	5.35142306641626
SLCO2B1	4.63911014592269
ABCD4	4.22109233481512
DIMT1L	5.98499448329479
SLC25A46	7.45401959893828
LARP7	6.59927747994754
TEK	3.51007223522013
CD160	3.61401309702199
TERF2IP	6.47266258201077
PHF20	6.45324802338964
COL1A1	5.58870914642165
KIAA0090	5.09714627868493
GTPBP1	4.7386695547075
GRK5	3.82688893337045
AP1S2	7.02967950341791
RAB33B	4.20867255765962
CA11	3.9723133922714
ALDOC	5.96216570419914
NUDT1	6.10429912711267
ZNF212	4.53829966288641
ACBD3	7.06765263558734
ZNF83	6.7889585354153
PRDM2	4.95779249773654
GDPD5	4.88189625318749
PDCD4	6.36941004228376
CEP350	6.05383591837125
FOXP3	3.18724453018119
SMYD3	6.69760615578095
CST7	4.47531585076968
SELL	4.44733727691455
CIAO1	6.28592156589608
LGI2	3.58018701734813
WDR45	6.92088681224048
ANKRD6	7.29361842328829
LTBP4	4.15182963851485
PSCD3	3.3865052308698
PYY	3.17701585754323
KCNC1	3.12302272957396
SIRT6	3.98617093384595
CCL19	3.68786324163177
ARHGEF9	4.02145293514517
ABR	4.86117533713404
C10orf22	6.43832447573238
STK17A	4.82269811870689
FOXE1	3.39601440369586
GML	3.34535962789585
CNGA3	3.15401673944185
CD38	4.25750150413449
ZDHHC6	6.3826426268618
NEFH	3.55515875546972
PGBD5	3.99998744521186
CTDSP2	7.52731687526697
RMND5B	5.29770302863848
ZNF257	4.52325002058294
DUSP4	4.12318285671887
FLJ22167	5.02716577260541
EXOSC7	5.64202160619748
ROR2	4.32405388455624
FOXM1	5.20729901852989
ZBTB48	4.06182948444861
BUD31	7.55304085091411
MAOA	5.76816473439994
CCDC41	4.90154741662995
TNNT3	3.71009751042576
FBXO11	5.85693752529026
GYPC	7.24382625757525
PLIN	3.64047708291555
RFXAP	3.42384261470851
C6orf15	3.74253785754535
RNF4	8.58357439176912
F8A1	7.43248111431621
PPP1R3D	4.31568498176664
GRB2	6.9994160867417
TPM3	2.95949897542434
SYT13	4.44471439124319
EPB42	3.31477807942553
RP5-1077B9.4	5.20956937953085
EIF1	10.0118414626869
CETN3	7.51553707148836
FPGT	5.10342148589667
PRY	3.47884551642413
NTHL1	6.09117805841348
POLR2B	8.01813462423756
RPS28	12.2470901675674
GDF10	3.14276786479584
COQ9	6.91998350370539
P2RX3	2.78523832616844
GCC2	7.85662128837123
RARRES3	7.68774611883719
PLXNA1	5.55593329038067
WBP4	4.02819054510209
KIAA0100	7.36356024493044
PMF1	5.69096891601575
HS2ST1	6.03307594869616
CRELD2	7.8266856062545
C8G	2.92987646830724
CD82	5.71043314940147
PMM1	6.82229929806884
CBLL1	4.69105840057145
LIM2	3.61789685925343
VAX2	3.79221707763063
SETDB1	4.97809036198283
LRAP	6.10993791019024
GCLM	7.65213072938979
CPEB3	4.09552531677438
PPM1A	5.3363447417962
INTS1	4.26002909130184
MMP16	3.14501819711319
CAMTA1	4.64365463954711
SAMSN1	6.19793115769974
DRD3	2.82189404328923
GMPPA	5.14715942131572
C11orf73	6.95070423492948
AIPL1	3.76781458728283
PTP4A2	9.60001462395774
IL24	3.22855758344637
BDKRB1	3.37078463659829
HPCA	3.63735642072876
MLF1	5.44508255954881
SEC14L1	5.60813263398251
CHFR	5.35457533068168
EMILIN1	3.15225249832451
THADA	5.68547256637552
TAF12	5.80923911235801
NDUFS4	9.0661892346874
ID1	4.63994520872557
PIK3CB	4.6664053036707
COL18A1	6.60699047128635
PDZD3	3.31620279796361
TBC1D17	4.986524159412
COX8A	9.79612587847434
CDCA4	5.32061960802166
C2orf44	4.15065250083757
C9orf16	7.60498376962296
ERBB2IP	8.3226792571062
EMX2	2.56050310293414
FUS	6.96363378559675
NIPSNAP3B	3.78094709628829
TF	3.42127526313824
CXorf56	5.32412422321343
CLCN4	3.48161949243602
PWP2	6.84147604997913
MMP15	3.76404414145393
MTMR14	5.86458573860813
NPR1	6.24141369663961
DNAL4	5.77169730087655
ELAC2	4.40347667685587
ASS1	11.2267307142838
IPP	5.92837017842928
TMEM59	9.47495346242134
POLR2J	8.63001465975005
SEC23IP	4.20784263481138
RGS4	3.97980615023267
UQCRC1	9.4006070388961
SNX6	6.99577879376993
