Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A04_464130
Composite Element REF	Signal
AACS	6.8594468233687
FSTL1	8.21382450425322
ELMO2	5.80149878731574
CREB3L1	4.31451548138333
RPS11	10.1407940491229
PNMA1	8.00347021658549
MMP2	8.62885054794734
SAMD4A	3.92283461904945
SMARCD3	5.55973078482146
A4GNT	3.54055198917317
C9orf39	3.27714009009304
PKNOX2	4.78644861873645
RALYL	3.23775248836195
ZHX3	4.35532434355336
ERCC5	6.33024646431882
RXFP3	2.91854172750170
APBB2	4.90824124232883
BBOX1	3.24547001621411
PRO0478	3.01238226039765
GCSH	8.3941007466041
XDH	3.81996026913898
EDN1	3.18785403596781
MTERF	6.04028553986499
PDCL3	7.30727850682839
CLK4	6.38188602170945
KCNG1	4.39988065502069
CXCR4	8.94711912553176
DECR1	8.17742197128922
SALL1	3.58587784591388
PTPRR	3.14536391132882
CADM4	3.39870807809565
IRAK1	8.7636250218233
CFHR5	3.10635159268355
HNRPD	8.10573286707429
TMSB10	11.9790792136854
CXCL3	4.28938853845577
LMAN1	4.10753126163281
SUHW1	3.49082529830715
CHD8	5.68107709350652
SUMO1	8.22713027332223
GP1BA	3.18502148884462
OR7A10	3.89716032791438
DDB1	7.29326423079974
CHRNA10	3.50185588890251
STYK1	3.23498841598402
MYO9B	4.34938585164834
CCNI	10.2859951989971
MMP7	8.9294719829325
EP300	6.56521599335445
CRNKL1	7.29101524168924
C9orf45	3.17707883547844
XAB2	4.07529486667644
RTN1	6.7302899731468
HIC2	4.13332693597584
TBX10	3.43555174723240
CENPQ	4.61109044304317
UTY	3.19460883609467
OR2W1	2.78581232673919
ATP5G2	10.1588954731046
ZEB1	3.90351643506821
ZG16	3.47043583350021
ERG	3.6256726174032
PARN	6.74759067266673
SOD2	8.0867891594561
JOSD3	7.32890579676674
ADAM5P	3.11026074538813
CHD9	6.41679946005064
hCG_40738	3.79369766159289
STK16	5.16953925011701
PDE1C	3.54192362359069
SEMA4D	5.76032331503153
AGPAT1	6.28828272306861
TOB2	6.5847299614374
BANK1	5.08615890693992
MAP3K3	5.26815489134022
MAX	5.07955135261067
GRM2	3.62293578734853
OSBPL8	7.42921976392797
PROSC	6.20736634870076
NR4A2	4.4048063472234
RICS	4.70836351654711
PIR	5.90903525249336
PPCS	10.4691210927380
IPO9	6.25019083917096
LONP1	7.1298150233361
EVC	4.65389501722797
CXCL13	5.97063368580092
SCYL3	5.87259842292154
KIAA1199	7.12837985486898
SORL1	7.88957312470819
NAT10	6.79333837547545
CHD1	5.85929771001727
SYN3	3.30536292181372
DMC1	3.85713501949123
SLC22A2	3.74298873470911
SERPINF1	8.01931584804954
C20orf27	5.04566352231826
OR7A17	3.24226626528762
RPS6KA5	4.27285043977754
LHB	3.32213198311034
TAOK3	5.55168632100492
STK25	6.03227715792086
SLC12A4	3.62833606506091
BRCA1	4.12040828122451
GBL	5.46370234338749
C14orf108	8.06701954757417
CDC25B	7.12816396858218
BMP3	3.21991561353806
MAP1LC3C	3.30152563942017
TMEM180	4.00100437295388
CRYGC	3.65779250623817
SLK	6.92944805334746
POU3F1	3.15576076318862
C20orf32	3.77875012282209
USP52	5.96819190287011
HIGD1B	3.87318320921233
BAZ1B	6.00934256691022
USP6NL	6.72349461427545
SLCO2B1	5.48473059627412
ABCD4	4.70264364522366
DIMT1L	5.57418027312691
SLC25A46	6.73542597536097
LARP7	7.31399346214353
TEK	3.61281721523854
CD160	3.59697475754948
TERF2IP	7.67806977682576
PHF20	6.30908549993933
COL1A1	8.43742305022428
KIAA0090	5.73833825680782
GTPBP1	4.30104021791161
GRK5	3.93392589959731
AP1S2	7.90854499114545
RAB33B	4.53593077552842
CA11	4.12662602446996
ALDOC	5.65361965000918
NUDT1	5.80305278038298
ZNF212	5.07717005688256
ACBD3	7.55958376308195
ZNF83	6.79519694571579
PRDM2	4.72230985577195
GDPD5	5.18527728424253
PDCD4	5.80323127833889
CEP350	6.94258457188655
FOXP3	3.18690115449804
SMYD3	7.36509212034646
CST7	5.13633453760599
SELL	5.17560969944078
CIAO1	6.57142630511166
LGI2	3.95886481272445
WDR45	8.04981216395272
ANKRD6	7.64483899032833
LTBP4	3.47533403583678
PSCD3	3.74418939285622
PYY	3.03843678183692
KCNC1	3.12926760721715
SIRT6	3.91204918832634
CCL19	3.67704030690629
ARHGEF9	4.2530342063381
ABR	4.98962923664247
C10orf22	7.26306198012197
STK17A	5.33888120727347
FOXE1	3.40056326292694
GML	3.46510301351430
CNGA3	3.00918826076529
CD38	5.24657114585544
ZDHHC6	8.28152187442533
NEFH	3.95009948666800
PGBD5	4.78486315181513
CTDSP2	7.38682713050791
RMND5B	6.25997178668628
ZNF257	3.32144949098164
DUSP4	4.61291707860672
FLJ22167	5.64103346502475
EXOSC7	6.41407381667428
ROR2	3.94854110322604
FOXM1	5.13418971144756
ZBTB48	4.31723842525915
BUD31	7.2405102561362
MAOA	4.53062386863511
CCDC41	4.22462661235797
TNNT3	3.39598630312686
FBXO11	5.8284179618717
GYPC	7.51716199092354
PLIN	3.59757090031989
RFXAP	3.09474024292751
C6orf15	3.75642204494633
RNF4	8.55521107512202
F8A1	8.1472994995608
PPP1R3D	4.20564069199193
GRB2	8.05984464601002
TPM3	3.07486206045475
SYT13	3.7158446135584
EPB42	3.54983730033338
RP5-1077B9.4	5.20336816813286
EIF1	10.4720312355889
CETN3	7.15762325700775
FPGT	5.49551093670757
PRY	3.34759717517113
NTHL1	5.27933682622128
POLR2B	8.55921941131594
RPS28	11.8526384669491
GDF10	3.11270452277382
COQ9	7.63620884313618
P2RX3	2.75918732990696
GCC2	7.4654256592137
RARRES3	6.22225969376262
PLXNA1	6.28107072093006
WBP4	4.66234762585335
KIAA0100	6.87889528353361
PMF1	6.72813849910655
HS2ST1	6.12699223787936
CRELD2	7.48805267493885
C8G	2.9869209467211
CD82	6.2259828785968
PMM1	5.14030571255774
CBLL1	4.47606273436008
LIM2	3.31278963599424
VAX2	4.11472585449585
SETDB1	5.16799597794662
LRAP	5.8676450552831
GCLM	7.4839599049773
CPEB3	3.57634778858713
PPM1A	6.01134602255309
INTS1	4.16546153661610
MMP16	3.167862947022
CAMTA1	3.81518313000803
SAMSN1	7.49923837347826
DRD3	2.82627459824241
GMPPA	5.32547345694185
C11orf73	6.70341295756882
AIPL1	3.48651626978213
PTP4A2	8.99150541133348
IL24	3.28032476290173
BDKRB1	3.55760369484584
HPCA	3.49698015684429
MLF1	6.6996548404492
SEC14L1	6.90394535799787
CHFR	6.59171020047471
EMILIN1	3.97015303400737
THADA	6.24094502018024
TAF12	5.20802190879726
NDUFS4	8.0336090143826
ID1	6.22827191137522
PIK3CB	3.91527909362435
COL18A1	7.85396634465079
PDZD3	3.19101100562095
TBC1D17	4.5511504909583
COX8A	9.4202406414837
CDCA4	5.42150397971475
C2orf44	4.33624039496672
C9orf16	7.82951216154885
ERBB2IP	7.708426352882
EMX2	9.02975026358631
FUS	6.44860106287234
NIPSNAP3B	3.93134944337454
TF	3.1924254178779
CXorf56	5.84020540373586
CLCN4	3.44559713019657
PWP2	5.92701844501454
MMP15	4.00080654512185
MTMR14	6.22240534454633
NPR1	6.69809896202647
DNAL4	5.87710670161632
ELAC2	4.27859705997249
ASS1	10.8054578368419
IPP	5.93516468982789
TMEM59	9.9951642656563
POLR2J	8.06245464244474
SEC23IP	5.82958561417309
RGS4	6.27521686813152
UQCRC1	8.63379601024896
SNX6	7.81582496974115
DDX18	6.88508078701972
POLG	4.57455368545574
ADAM23	3.77050450787892
ZNHIT2	4.74147377568159
TFR2	3.30109298296247
NCDN	3.95232268031565
RAG1	3.32142113855812
POMT1	5.32895385568719
CYP1A1	3.14681320509056
SNAPC1	6.1468936701078
GNA11	5.76390995134364
CCDC52	2.84018484603808
CAPN1	6.96357161279493
DDHD2	6.84695198204934
UPF3A	6.21766947524917
LAGE3	5.84345684278608
GNRHR	3.07692354206355
UNC13B	5.48920608079217
TTLL4	4.96867575686193
PPBP	2.88110266193606
HTR3A	5.09700558651628
SDC2	5.10748736271595
ANKRD49	7.39513217682785
BTF3	9.93829368264638
COX7A2	10.7646877766210
SARS	9.56387424786979
C13orf18	5.62473901917776
CACNB1	3.93686048563837
QKI	6.23565725437138
SETMAR	5.14540729471177
LAMB4	3.21020446466545
MAN2B1	7.59527273590712
EML3	5.25553865167307
ACADL	3.101088116491
OFD1	7.25715905390472
CGA	3.12425007485646
EIF3EIP	11.0068980451429
PEX16	5.80060589222987
GNG12	7.41446885557895
HABP4	4.91888661535494
CNTN2	3.54330327832024
ASNSD1	6.97834606213452
FUT4	4.47750717018529
DBH	3.36150021823382
CD53	9.48527434420786
HIST1H2BJ	3.59242133572311
TFAP2B	3.10026274761157
ACF	3.62953460940608
TMEM11	6.77182734396412
CDH8	3.57569549869876
C3orf32	3.16580116060938
AGPS	4.88928615329087
C4orf18	3.48803894128067
PCCB	7.15403976996388
IPO13	4.70462894833092
PECI	7.21197723786701
UNG	6.82936514829239
C6orf105	3.88203213093430
GSTP1	8.57776959797247
SUV420H1	8.17755397166283
ARHGAP15	5.39519324932661
LTBR	7.07676423065135
TDRKH	3.63397855071386
PSG4	3.32240516466661
SLC9A3R1	7.09200976905782
NBPF3	9.63676090041892
SLC9A3	3.54782697762918
OSBP	6.34697003268111
PRR5	4.94937185085225
CHMP7	6.6085307505115
ADRA1A	3.05060844770581
ASAH1	7.91703402477989
FKBP4	7.14600100281266
ZNF350	5.17213447052436
DOM3Z	5.56346512663625
GIPR	3.81592598853654
AHI1	4.68372379995803
BST1	5.87936739560401
NCR2	3.44652690834373
NADSYN1	5.02414475428714
UBE2W	6.69411979459751
RGS14	4.01934639289251
KRT15	3.63990580692379
SCN11A	3.66787675793699
GFI1	3.49163832369692
FHL1	5.70237362308579
SMC6	6.70638208467951
GATA1	3.49195643509255
OSGEP	5.61243625398175
ARMC6	4.57426505879603
HK3	3.98515313642567
PSMD5	6.67716550834906
RSU1	7.9839047269811
RPL4	11.6068349751350
MAD2L1	7.26202930448638
RBPMS	4.99577439535506
EIF4A3	8.79590340916558
E4F1	4.79100933054545
DLEC1	3.30507145991777
PRPF3	5.78350236380205
EMR1	6.33620470280455
CHMP2B	7.36267613145472
CAMSAP1	4.46004887301992
RPS21	8.9015414324302
XCR1	3.34205133116915
ARID5A	4.11818353651593
RBM6	6.04290875904212
UBE2N	7.8143286923061
KLF4	3.89531382050418
