Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A07_464144
Composite Element REF	Signal
AACS	7.39062110282782
FSTL1	5.81354890268616
ELMO2	5.28885157420954
CREB3L1	3.60876704146292
RPS11	10.2340030020135
PNMA1	7.19318753821359
MMP2	5.7932439004192
SAMD4A	3.57829240866047
SMARCD3	6.47589011604407
A4GNT	3.67408437773167
C9orf39	3.44051931198728
PKNOX2	4.52931866380588
RALYL	3.42740006530366
ZHX3	4.04701920761756
ERCC5	7.34452794835562
RXFP3	2.94536274480233
APBB2	3.75531976356566
BBOX1	7.16418005877237
PRO0478	3.06958760049643
GCSH	7.52092902797475
XDH	3.79857048274288
EDN1	3.32984710414724
MTERF	6.05566092354293
PDCL3	7.09928889173789
CLK4	6.42206219896594
KCNG1	3.58068537900306
CXCR4	5.36751326829431
DECR1	7.92018073328818
SALL1	3.1656300553085
PTPRR	3.26457403260967
CADM4	3.37302190391457
IRAK1	8.4014939978207
CFHR5	3.15182700686151
HNRPD	7.97485908587676
TMSB10	11.729013460685
CXCL3	3.62277239519376
LMAN1	3.80315105062616
SUHW1	3.66800578788891
CHD8	5.28506237639899
SUMO1	7.76107242938494
GP1BA	3.39187603140257
OR7A10	4.27335127210516
DDB1	7.91375355205268
CHRNA10	3.57122410028409
STYK1	3.35053040226047
MYO9B	4.14819943408019
CCNI	10.6024870641735
MMP7	7.88450564870673
EP300	5.79510814266595
CRNKL1	6.29170947072618
C9orf45	3.12072656771304
XAB2	4.30285615188654
RTN1	4.42033111857727
HIC2	3.79333589459193
TBX10	3.56914763371112
CENPQ	4.40073536258013
UTY	3.09554012538287
OR2W1	2.86538365062033
ATP5G2	11.3025396404926
ZEB1	3.42966443456282
ZG16	3.65342186478020
ERG	3.45252341659983
PARN	7.4997225559984
SOD2	5.47447760443128
JOSD3	8.27469578502313
ADAM5P	3.14550602980612
CHD9	6.48434425712503
hCG_40738	3.85282455197837
STK16	5.79121307711115
PDE1C	3.55957477793429
SEMA4D	6.14261114321691
AGPAT1	6.26266264610354
TOB2	6.791469558094
BANK1	5.25822469906776
MAP3K3	5.60460774643882
MAX	4.92808322971253
GRM2	3.68063938393107
OSBPL8	8.11708343467621
PROSC	6.0282310216614
NR4A2	7.85974471953045
RICS	6.81012560291161
PIR	6.85597701424487
PPCS	9.06264633623527
IPO9	7.16423838129959
LONP1	6.3848909665512
EVC	4.67059109766491
CXCL13	4.14959130934335
SCYL3	6.45793340366449
KIAA1199	5.65777800773437
SORL1	9.38365947330503
NAT10	7.19114267239986
CHD1	6.60584717762395
SYN3	3.45452095205366
DMC1	3.83096213472531
SLC22A2	3.69110218206404
SERPINF1	6.28447423723604
C20orf27	5.21647722808183
OR7A17	3.24029682885539
RPS6KA5	4.84169716808208
LHB	3.14903397587371
TAOK3	6.48314081712576
STK25	5.69941444314943
SLC12A4	3.44822622829719
BRCA1	4.06673598770882
GBL	5.87601953676572
C14orf108	7.63774169147156
CDC25B	5.27396117316416
BMP3	3.23898674787852
