Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D08_491154
Composite Element REF	Signal
AACS	6.4542900048107
FSTL1	8.14452724322957
ELMO2	4.70516081996587
CREB3L1	4.00531786551002
RPS11	10.4457995484119
PNMA1	7.35401257564152
MMP2	8.28498347294829
SAMD4A	3.98806808253427
SMARCD3	7.97897852668773
A4GNT	3.99373631476819
C9orf39	3.28252132495427
PKNOX2	4.05497934178608
RALYL	3.9085693615822
ZHX3	4.02801462752883
ERCC5	5.53271487914298
RXFP3	3.44560849566488
APBB2	3.83006997880533
BBOX1	5.09965472649502
PRO0478	3.11293227673222
GCSH	7.07311858263795
XDH	3.83789823224678
EDN1	3.47272330958915
MTERF	5.63240330986817
PDCL3	6.35650516500982
CLK4	5.63416738430227
KCNG1	3.75308593599442
CXCR4	6.67677997359194
DECR1	8.17240232801959
SALL1	3.12864132983455
PTPRR	6.28279461761205
CADM4	3.48890513200788
IRAK1	7.72499172798314
CFHR5	3.19691379371396
HNRPD	7.16273136891504
TMSB10	12.3136382870407
CXCL3	5.03168875257208
LMAN1	4.11186747261914
SUHW1	3.74135362127058
CHD8	4.99260361876406
SUMO1	7.61155618300519
GP1BA	3.38108464854453
OR7A10	3.69142640071861
DDB1	7.08798638283323
CHRNA10	3.56659911020996
STYK1	3.79784682545286
MYO9B	3.86330324482438
CCNI	11.0814445909200
MMP7	7.7461587765783
EP300	5.86206001285692
CRNKL1	6.11434475680015
C9orf45	3.19022301356804
XAB2	4.24194112112363
RTN1	5.02989750100263
HIC2	3.65783251263201
TBX10	3.36617144533397
CENPQ	3.80837957469846
UTY	3.22893257061946
OR2W1	2.88469064937857
ATP5G2	11.3671615622368
ZEB1	4.20593475694687
ZG16	3.5585590956422
ERG	3.52790063453714
PARN	5.84537997784881
SOD2	6.27256187344927
JOSD3	8.71453376455015
ADAM5P	3.22165614774558
CHD9	6.41850351240629
hCG_40738	3.64555773165662
STK16	5.47750469976398
PDE1C	3.48943175118918
SEMA4D	4.924058311918
AGPAT1	5.32545437928482
TOB2	6.22035736555359
BANK1	4.14449954820377
MAP3K3	4.82558246696263
MAX	5.33515915740998
GRM2	3.93950048264206
OSBPL8	7.80279864635083
PROSC	6.02939777614297
NR4A2	5.32391484571522
RICS	4.86073956722961
PIR	3.61052430520794
PPCS	7.89465052288802
IPO9	5.53345806603989
LONP1	5.57126299248081
EVC	4.02776597876536
CXCL13	4.22031854050087
SCYL3	5.39238175923493
KIAA1199	3.60104610660466
SORL1	9.31552689198153
NAT10	5.78622854132356
CHD1	5.78012731621978
SYN3	3.66614629545623
DMC1	3.77696066422243
SLC22A2	4.14806611712277
SERPINF1	8.64859972697563
C20orf27	5.25624036786198
OR7A17	3.24268901760406
RPS6KA5	4.53342408247712
LHB	3.49059445997179
TAOK3	4.56548912022119
STK25	5.1576861621292
SLC12A4	3.43963662981038
BRCA1	3.84190664238320
GBL	5.14710428701251
C14orf108	6.95019402033012
CDC25B	5.18060911015787
BMP3	3.20276533239364
MAP1LC3C	3.6168776949638
TMEM180	3.54347285467653
CRYGC	3.97982542206332
SLK	5.85600380931864
POU3F1	3.46004762277149
C20orf32	3.70748120332885
USP52	5.27753274155286
HIGD1B	3.84903498335156
BAZ1B	5.09727441721252
USP6NL	4.7445604096879
SLCO2B1	4.84497608122390
ABCD4	4.31216310512867
DIMT1L	6.20435382576244
SLC25A46	6.54627900229438
LARP7	5.66200539252056
TEK	3.70148647452286
CD160	3.67861754586326
TERF2IP	7.3001620526198
PHF20	5.35886739923794
COL1A1	7.65801868583238
KIAA0090	4.31625860270211
GTPBP1	4.47311946332032
GRK5	3.64622347949086
AP1S2	6.24423345248499
RAB33B	4.69609158936488
CA11	5.18138796138645
ALDOC	4.5963528877972
NUDT1	4.56438688193872
ZNF212	4.59204727185177
ACBD3	7.38602928768313
ZNF83	7.10484474307368
PRDM2	4.0307129309157
GDPD5	4.21209572145284
PDCD4	5.10237110361121
CEP350	5.39870416443296
FOXP3	3.07266893312935
SMYD3	6.60729215602753
CST7	4.7026962698769
SELL	5.38784234733471
CIAO1	5.57048830779845
LGI2	3.42092139373571
WDR45	6.48781415666934
ANKRD6	6.18503586057506
LTBP4	3.74797781525523
PSCD3	3.2150217599566
PYY	3.38017117410969
KCNC1	3.4351911869959
SIRT6	4.40397146623074
CCL19	4.15194589088135
ARHGEF9	4.13713671630285
ABR	4.59482277544978
C10orf22	6.09786046168509
STK17A	4.85208854733413
FOXE1	3.78336707372227
GML	3.49583990376838
CNGA3	3.28717324061747
