Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B12_472038
Composite Element REF	Signal
AACS	7.94425898184474
FSTL1	6.45135689858163
ELMO2	4.91230873158304
CREB3L1	3.685013082511
RPS11	9.20742756876133
PNMA1	8.80169277036331
MMP2	4.62877780842286
SAMD4A	3.71586283322576
SMARCD3	5.25279260153103
A4GNT	4.09353555744979
C9orf39	3.56693223098526
PKNOX2	4.58291996541497
RALYL	3.22044298365017
ZHX3	4.36398432546611
ERCC5	5.85429857506072
RXFP3	3.13954885437912
APBB2	3.4497023163658
BBOX1	4.57503771866895
PRO0478	3.3067114538399
GCSH	7.95174599666251
XDH	3.82321386437161
EDN1	3.9401888357992
MTERF	5.56453283359096
PDCL3	7.76470589590305
CLK4	5.37635011440464
KCNG1	3.66063597316027
CXCR4	8.6169639330894
DECR1	7.44345554162844
SALL1	3.25669589736598
PTPRR	3.54463775493626
CADM4	3.52835406905201
IRAK1	7.82914861761901
CFHR5	3.57173331984643
HNRPD	7.41365930316028
TMSB10	12.0401611029752
CXCL3	3.40592348709263
LMAN1	4.32183260695963
SUHW1	3.50437458325406
CHD8	6.11211461284018
SUMO1	8.3042834943004
GP1BA	3.28767236674931
OR7A10	3.9033940592623
DDB1	7.19340880119693
CHRNA10	3.40579393646135
STYK1	4.81650763709748
MYO9B	4.05551596128128
CCNI	9.5638495828681
MMP7	5.86154509856922
EP300	5.21814355538371
CRNKL1	6.49216162314407
C9orf45	3.04032969231059
XAB2	4.16907477447943
RTN1	3.61418680974245
HIC2	3.60161654204836
TBX10	3.63855732992743
CENPQ	3.59539943274738
UTY	3.31072426761049
OR2W1	2.89330708637777
ATP5G2	10.6297842688575
ZEB1	3.23642140759503
ZG16	3.77101647352751
ERG	3.66142050619867
PARN	6.98396594274146
SOD2	4.01086918844171
JOSD3	8.10670989116075
ADAM5P	3.24668827178729
CHD9	5.64839423002912
hCG_40738	4.57872164458441
STK16	5.87028879826995
PDE1C	3.69763489329695
SEMA4D	4.67328276123891
AGPAT1	5.57190699204877
TOB2	5.2298006110977
BANK1	4.29568346868854
MAP3K3	4.53441984910943
MAX	5.73163009103827
GRM2	3.92512084474692
OSBPL8	6.71303603502897
PROSC	5.15060214791802
NR4A2	4.83972788999931
RICS	4.85614328769317
PIR	4.25068268610472
PPCS	9.3125826228476
IPO9	6.01206626541474
LONP1	6.88433171153464
EVC	3.88015194365649
CXCL13	4.42789720200516
SCYL3	5.15689178362395
KIAA1199	6.10536041718177
SORL1	7.83305607346883
NAT10	6.844513553
CHD1	6.1962453597661
SYN3	3.39173892096393
DMC1	3.69611579248714
SLC22A2	3.53811017179505
SERPINF1	5.88080410038267
C20orf27	4.72558770498026
OR7A17	3.05561773425547
RPS6KA5	4.10507182229234
LHB	3.2670994169146
TAOK3	4.296038328504
STK25	5.92639599224512
SLC12A4	3.59980946449912
BRCA1	3.66214766450545
GBL	4.54173011849986
C14orf108	7.93195597109263
CDC25B	5.30592132302145
BMP3	3.53145285479075
MAP1LC3C	3.33329841571739
TMEM180	3.89415072110513
CRYGC	4.01720855995549
SLK	5.46469231446412
POU3F1	3.38617654814739
C20orf32	4.1712530133376
USP52	5.75381790873959
HIGD1B	4.09267069594390
BAZ1B	6.03679472864898
USP6NL	5.60872632773887
SLCO2B1	3.86492979195155
ABCD4	4.68309324060394
DIMT1L	6.24969477429865
SLC25A46	6.35067323867306
LARP7	7.56242923806192
TEK	3.5021848696251
CD160	3.69318160363892
TERF2IP	7.1406531817681
PHF20	5.51724779119547
COL1A1	5.85155910050544
KIAA0090	6.46999026973794
GTPBP1	4.19167208052683
GRK5	3.66313579043823
AP1S2	4.05462203651204
RAB33B	4.5228100613778
CA11	5.05991427203095
ALDOC	5.54057658276205
NUDT1	4.90719655469555
ZNF212	5.39549635036634
ACBD3	6.62056618626897
ZNF83	6.26568814969309
PRDM2	4.72591331295485
GDPD5	4.46548370286639
PDCD4	6.82186252086328
CEP350	5.52399690190795
FOXP3	3.4295714762727
SMYD3	6.5230243128973
CST7	3.65728835240994
SELL	3.63054820735498
CIAO1	6.22937362450993
LGI2	4.16163290265302
WDR45	6.16145930319792
ANKRD6	7.4371075452152
LTBP4	4.14157987708957
PSCD3	3.32301379110273
PYY	3.33451089860335
KCNC1	3.42247225234835
SIRT6	3.65237355499558
CCL19	3.72485552063751
ARHGEF9	3.92715095297221
ABR	4.09128396554534
C10orf22	6.27192360517682
STK17A	5.18350075610488
FOXE1	3.55277954324721
GML	3.28597277092183
CNGA3	2.98259831665868
CD38	3.84485763832737
ZDHHC6	6.38842977116746
NEFH	3.43803151074322
PGBD5	3.96606374453582
CTDSP2	6.47837773023903
RMND5B	5.57798367602553
ZNF257	4.04833137640658
DUSP4	3.28581900931887
FLJ22167	5.22539515794571
EXOSC7	6.66397085103345
ROR2	4.24593011885414
FOXM1	4.6301643440995
ZBTB48	4.75692396941388
BUD31	8.7244716984586
MAOA	5.46871016906454
CCDC41	4.54841837384049
TNNT3	3.81198766601332
FBXO11	5.39001829665783
GYPC	5.0338448986198
PLIN	3.55853036925385
RFXAP	3.67681698251422
C6orf15	3.77252037360443
RNF4	7.43606794822269
F8A1	7.27889292694162
PPP1R3D	4.17306725431387
GRB2	6.49389538492017
TPM3	3.30996255264765
SYT13	3.69733190109295
EPB42	3.89546314063947
RP5-1077B9.4	5.0947814715423
EIF1	9.72111546420577
CETN3	7.2349888543807
FPGT	6.12104525842204
PRY	3.62887001126542
NTHL1	4.25620206457859
POLR2B	8.5790249234775
RPS28	11.3094941174118
GDF10	3.53514649235007
COQ9	7.5179753262026
P2RX3	2.82017867019685
GCC2	7.56443712353654
RARRES3	8.42513162408551
PLXNA1	5.18087888846763
WBP4	4.36733355961113
KIAA0100	5.56903402874832
PMF1	6.69652304465508
HS2ST1	5.0156927183243
CRELD2	5.05222059753541
C8G	3.28537427802564
CD82	5.60719438637059
PMM1	4.16621887279919
CBLL1	4.52984372251019
LIM2	3.50071559484875
VAX2	3.55415565382863
SETDB1	5.60246497619881
LRAP	3.26880196612416
GCLM	6.5976718245972
CPEB3	3.79487094432998
PPM1A	5.93305179879786
INTS1	3.98920269759273
MMP16	3.22648157678865
CAMTA1	5.71010402843087
SAMSN1	3.6426615578416
DRD3	2.8177908296257
GMPPA	5.10221794239337
C11orf73	5.7421214906791
AIPL1	3.98150108662665
PTP4A2	9.73986619062953
IL24	3.42716332813476
BDKRB1	3.18907604702156
HPCA	3.78635887667709
MLF1	5.38221687086193
SEC14L1	5.53163763056555
CHFR	6.59107292726279
EMILIN1	3.50357974487919
THADA	5.43634339174183
TAF12	5.6828581025068
NDUFS4	8.29284383011923
ID1	4.39371108646999
PIK3CB	3.65292066560155
COL18A1	7.48370927091462
PDZD3	3.08765221206969
TBC1D17	4.89900493613194
COX8A	9.20052688525781
CDCA4	5.64670317263977
C2orf44	4.58962874685617
C9orf16	7.17722136234453
ERBB2IP	8.11263930726767
