Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A01_443066
Composite Element REF	Signal
AACS	7.04212792302084
FSTL1	6.96284985948271
ELMO2	5.4443154151257
CREB3L1	3.46652622251397
RPS11	10.0571272681036
PNMA1	7.92421556210821
MMP2	5.56426196816160
SAMD4A	3.74662646148115
SMARCD3	7.72624051081219
A4GNT	3.5770868247622
C9orf39	3.41986517803162
PKNOX2	3.79722603252331
RALYL	3.22411107632435
ZHX3	4.34051148758106
ERCC5	6.89950794568005
RXFP3	3.135339642075
APBB2	5.3310294037906
BBOX1	7.98396489931275
PRO0478	2.79033666320937
GCSH	6.6897691805409
XDH	4.13080352479626
EDN1	6.47655759917821
MTERF	6.33147053463538
PDCL3	7.8205191618194
CLK4	6.50834983698679
KCNG1	3.40521964565000
CXCR4	9.28597587419831
DECR1	9.40143436335175
SALL1	3.16187550710679
PTPRR	3.29375129320596
CADM4	3.38443596620354
IRAK1	9.29009846006555
CFHR5	3.29336176870674
HNRPD	8.0053653286457
TMSB10	11.6370699160137
CXCL3	4.05120412733765
LMAN1	4.43106178994379
SUHW1	3.28433401408755
CHD8	4.84383280184028
SUMO1	7.75356760054379
GP1BA	3.06491574034345
OR7A10	4.16892226172185
DDB1	7.6866573935481
CHRNA10	3.37924614612176
STYK1	3.69586079007482
MYO9B	4.38452186608171
CCNI	10.0805883872328
MMP7	10.034576667139
EP300	6.15380001813378
CRNKL1	5.08681247886192
C9orf45	3.28921557756072
XAB2	4.6719891010428
RTN1	5.26112318711437
HIC2	3.97042462721539
TBX10	3.61069742483979
CENPQ	4.00556955652587
UTY	3.23584654157140
OR2W1	3.06577258443095
ATP5G2	9.21310600003071
ZEB1	3.33378470471598
ZG16	3.55054365728016
ERG	3.96785877990102
PARN	7.2451122183647
SOD2	9.04994191808179
JOSD3	6.85179707068052
ADAM5P	3.20065813542623
CHD9	5.71361620565309
hCG_40738	3.63961660670581
STK16	4.66737070193979
PDE1C	3.72220644281813
SEMA4D	6.16113388248777
AGPAT1	5.43673466753822
TOB2	7.12504811767838
BANK1	4.90192823687156
MAP3K3	5.72193119480577
MAX	5.34672783594242
GRM2	3.65844587776558
OSBPL8	6.71252059832532
PROSC	6.31336122573226
NR4A2	5.35773374108059
RICS	4.63157374887011
PIR	5.59189597602562
PPCS	8.93710680123182
IPO9	5.59509081029419
LONP1	6.9632337162977
EVC	3.68241268125675
CXCL13	6.94152757468428
SCYL3	5.69108109041595
KIAA1199	3.59693348225623
SORL1	7.35388769848347
NAT10	8.34107681725833
CHD1	6.52656383134269
SYN3	3.24044591099006
DMC1	3.86901428558356
SLC22A2	3.62483594168552
SERPINF1	6.47519213674636
C20orf27	5.81660763162993
OR7A17	3.2818721711079
RPS6KA5	5.36401078460137
LHB	3.38155800100618
TAOK3	5.51020639781864
STK25	5.89859954235054
SLC12A4	3.78747835824409
BRCA1	4.16856531579185
GBL	5.23444484775119
C14orf108	8.42932743225968
CDC25B	7.75982186106124
BMP3	3.41504541045909
MAP1LC3C	3.28029247512188
TMEM180	3.58938918590162
CRYGC	3.63848021707687
SLK	5.36739728676510
POU3F1	3.26629929634794
C20orf32	3.73777072981782
USP52	4.23045001619496
HIGD1B	4.03182081982737
BAZ1B	7.68410491483271
USP6NL	5.5496147744231
SLCO2B1	5.10519078474193
ABCD4	4.47299940193872
DIMT1L	6.6275244221346
SLC25A46	7.71224853468031
LARP7	6.98497345566682
TEK	3.68675366343626
CD160	3.83164811505354
TERF2IP	7.42798847855568
PHF20	6.14854500752775
COL1A1	5.34707293032256
KIAA0090	6.60615418576622
GTPBP1	4.53822789606367
GRK5	4.05902207870834
AP1S2	7.08877239032593
RAB33B	4.48226475561963
CA11	4.51941669817513
ALDOC	7.64357493633063
NUDT1	5.7658308700949
ZNF212	5.27828992926075
ACBD3	7.07569833213762
ZNF83	4.56221062618942
PRDM2	4.85304907913321
GDPD5	4.54655373582011
PDCD4	5.47753582676334
CEP350	6.88898612310704
FOXP3	3.34838250999947
SMYD3	6.44056924224626
CST7	4.96639094490534
SELL	4.59639838845489
CIAO1	6.58117023362801
LGI2	3.78374883091476
WDR45	6.32457598490404
ANKRD6	6.54543327662101
LTBP4	3.87177535756330
PSCD3	3.42526508524655
PYY	3.12019831924472
KCNC1	3.08319979626811
SIRT6	4.45320945890179
CCL19	4.04888161289943
ARHGEF9	3.91110978154015
ABR	4.87952342323961
C10orf22	6.80004041554398
STK17A	5.52664191122084
FOXE1	3.05960439393838
GML	3.26979485845146
CNGA3	3.14248618995947
CD38	6.2038229295034
ZDHHC6	6.62080342225254
NEFH	3.84753855731609
PGBD5	3.91655540350823
CTDSP2	7.34562506319197
RMND5B	5.70177643578034
ZNF257	3.31801755530888
DUSP4	4.78200187263018
FLJ22167	6.00160216033339
EXOSC7	7.14464968621384
ROR2	3.74829984282836
FOXM1	4.85162819881336
ZBTB48	4.83414386835512
BUD31	6.92651634199266
MAOA	4.30051874518861
CCDC41	4.179521595465
TNNT3	3.77598113952697
FBXO11	5.19013754277587
GYPC	6.6284428701122
PLIN	3.40673531510959
RFXAP	3.19383348290747
C6orf15	3.74868914933997
RNF4	8.495264985743
F8A1	7.67069590038707
PPP1R3D	5.24721956780348
GRB2	8.17493086220416
TPM3	3.37501887616559
SYT13	3.61030013116347
EPB42	3.247103499371
RP5-1077B9.4	5.55864492107804
EIF1	10.4144951790579
CETN3	7.74250516938267
FPGT	4.96907212373119
PRY	3.45099397673250
NTHL1	5.02973796504432
POLR2B	8.17826167090244
RPS28	11.6761858719790
GDF10	2.94628359845078
COQ9	6.57893155168925
P2RX3	2.92001740729928
GCC2	6.4981551872103
RARRES3	8.36255240328175
PLXNA1	6.05999857771497
WBP4	4.86861365596182
KIAA0100	6.86511543145532
PMF1	6.77722380566628
HS2ST1	5.7349592948211
CRELD2	7.82374011402494
C8G	3.19677514989286
CD82	7.83182069450677
PMM1	5.75945210738291
CBLL1	5.05304539307441
LIM2	3.60614989239649
VAX2	3.28273283792388
SETDB1	5.64458455190882
LRAP	6.01411959278634
GCLM	9.37605051729389
CPEB3	4.10392710699693
PPM1A	5.71326651583804
INTS1	3.91740568026266
MMP16	3.18550006610636
CAMTA1	4.03756840205205
SAMSN1	7.59093591613976
DRD3	2.83613754047733
GMPPA	5.96979305471996
C11orf73	5.88714074066414
AIPL1	3.91345975484031
PTP4A2	10.4740865284580
IL24	3.80688656185165
BDKRB1	3.24185226084125
HPCA	3.59869271762404
MLF1	6.4745899928549
SEC14L1	6.7449512395455
CHFR	5.22989710927957
EMILIN1	3.36044364828877
THADA	6.04590094252418
