Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A11_464136
Composite Element REF	Signal
AACS	6.30694266710078
FSTL1	5.8631923479846
ELMO2	4.57189472807563
CREB3L1	3.60659238122223
RPS11	10.2486799856684
PNMA1	6.93657306428411
MMP2	5.64100291590473
SAMD4A	4.19589721325466
SMARCD3	4.20767793326074
A4GNT	3.70409730281107
C9orf39	3.70276136116989
PKNOX2	3.94468203889510
RALYL	3.45987945448436
ZHX3	4.37906881880566
ERCC5	6.74325228921345
RXFP3	2.95146010298359
APBB2	5.0683271094438
BBOX1	5.22769731315445
PRO0478	2.98051005902431
GCSH	8.88416949412787
XDH	3.65367835715513
EDN1	4.955175147605
MTERF	6.27845314490345
PDCL3	6.93043001412586
CLK4	7.47558662374413
KCNG1	3.5988433023875
CXCR4	6.91838986336671
DECR1	7.97752904206408
SALL1	3.21386261473475
PTPRR	3.25903232718012
CADM4	3.24095869994895
IRAK1	8.27044590355918
CFHR5	3.44163763973491
HNRPD	7.97019359189672
TMSB10	10.9919918869441
CXCL3	4.19950940371763
LMAN1	3.87052962535122
SUHW1	3.61139701299272
CHD8	5.12554669006924
SUMO1	7.53009861743741
GP1BA	3.32633717716932
OR7A10	3.99596730930088
DDB1	7.55289338026523
CHRNA10	3.76186994053179
STYK1	3.34924315772400
MYO9B	4.24530433172901
CCNI	9.67722487843126
MMP7	8.8487718242086
EP300	5.71537700141401
CRNKL1	6.068348268810
C9orf45	3.321772889395
XAB2	4.67671617400569
RTN1	4.85034738858445
HIC2	3.96679242759697
TBX10	3.49414779680359
CENPQ	4.69935269587952
UTY	3.23219780768154
OR2W1	2.96643178472449
ATP5G2	10.7074372841471
ZEB1	3.19968237829272
ZG16	3.56942604396507
ERG	4.45737336368022
PARN	6.3305683072916
SOD2	5.8985751874245
JOSD3	8.87069112630666
ADAM5P	3.26128519952468
CHD9	6.25828883131593
hCG_40738	3.90877686009199
STK16	5.02762071701882
PDE1C	3.60651839777345
SEMA4D	4.91111764675395
AGPAT1	5.21837462406371
TOB2	6.73258874488633
BANK1	3.52355812756857
MAP3K3	4.77394737661033
MAX	5.03706814288855
GRM2	3.86364287835743
OSBPL8	6.41668737398578
PROSC	5.9718239173543
NR4A2	4.66951551148968
RICS	4.78695645360415
PIR	4.03074609747035
PPCS	9.19669366792483
IPO9	6.68184909115121
LONP1	7.10096063697689
EVC	4.2289460712752
CXCL13	4.36937529451901
SCYL3	5.9049939630563
KIAA1199	3.09060609012367
SORL1	8.18859805109726
NAT10	7.04139479497936
CHD1	7.37323064838439
SYN3	3.91657736125171
DMC1	3.82801238798228
SLC22A2	3.58417586696809
SERPINF1	5.26005738371882
C20orf27	5.48919725908254
OR7A17	3.44115408330066
RPS6KA5	5.23553104910595
LHB	3.66454200986371
TAOK3	4.95827135410943
STK25	5.12864258832388
SLC12A4	3.79772781301466
BRCA1	4.05823207833770
GBL	5.26502722500666
C14orf108	8.46452929832863
CDC25B	4.90228852895642
BMP3	3.32788879044666
MAP1LC3C	3.39947482070143
TMEM180	3.37507311468832
CRYGC	3.84877927276896
SLK	5.67962592000069
POU3F1	3.33985842788667
C20orf32	3.91865227162651
USP52	5.30875271876221
HIGD1B	3.97205451641208
BAZ1B	6.18004450635696
USP6NL	5.03873600384195
SLCO2B1	4.33515997539021
ABCD4	4.45435728456295
DIMT1L	7.4669215927357
SLC25A46	7.7218600805331
LARP7	7.36617131190317
TEK	3.65664852994183
CD160	3.84511844878085
TERF2IP	7.28900233847944
PHF20	6.27775066169511
COL1A1	5.18640475438426
KIAA0090	6.17412946284679
GTPBP1	4.47396010864511
GRK5	3.47513807038702
AP1S2	4.69217638301373
RAB33B	4.79259391901795
CA11	4.17630815556306
ALDOC	5.12746699558485
NUDT1	5.17036169484013
ZNF212	5.12417385989376
ACBD3	7.96175683893035
ZNF83	8.70438452338173
PRDM2	5.46894093196476
GDPD5	4.29881926556864
PDCD4	6.16337727056511
CEP350	6.49664035743657
FOXP3	3.35176110977264
SMYD3	7.7126452770182
CST7	4.03859887510334
SELL	4.44907646104862
CIAO1	6.25719258308409
LGI2	3.73959614568268
WDR45	6.59392345880996
ANKRD6	9.10372977739516
LTBP4	5.67953121352168
PSCD3	3.06094408066612
PYY	3.24732896208475
KCNC1	3.37038862693842
SIRT6	3.96860844012105
CCL19	3.87762320652351
ARHGEF9	3.85668682063386
ABR	4.57378481038389
C10orf22	6.10150559317507
STK17A	5.00595651647871
FOXE1	3.59039699366783
GML	3.38289139913481
CNGA3	3.36503430041689
CD38	3.45133979235756
ZDHHC6	7.0986693776737
NEFH	3.39373517331896
PGBD5	3.35291105010115
CTDSP2	6.78446561406344
RMND5B	5.92355517743968
ZNF257	3.81929473111075
DUSP4	3.37434304437746
FLJ22167	6.05904106377846
EXOSC7	6.10171909446324
ROR2	3.46498938518492
FOXM1	4.42209801108914
ZBTB48	4.7558128032574
BUD31	7.52419351755318
MAOA	4.96781490286685
CCDC41	4.42087797292688
TNNT3	3.86693336015446
FBXO11	5.57467701849514
GYPC	4.83721165630968
PLIN	3.63411907007978
RFXAP	3.78080105575484
C6orf15	3.97854847746858
RNF4	7.95436033922376
F8A1	7.06928815326545
PPP1R3D	4.2069161301657
GRB2	6.70889169863172
TPM3	3.17917379425854
SYT13	3.85162267107052
EPB42	3.58560431184698
