Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A05_443082
Composite Element REF	Signal
AACS	7.48830059403462
FSTL1	6.80558782414163
ELMO2	5.03542033502502
CREB3L1	4.25870217146005
RPS11	10.5414181875270
PNMA1	6.8794484498132
MMP2	7.42409797078498
SAMD4A	4.11000770990287
SMARCD3	7.72694965262182
A4GNT	3.65562417974463
C9orf39	3.52406387861626
PKNOX2	4.40088086913101
RALYL	3.26327808466958
ZHX3	4.41366937372599
ERCC5	5.99245079656732
RXFP3	2.97689506781552
APBB2	3.73764284044623
BBOX1	6.90378266542575
PRO0478	3.07970612536682
GCSH	9.4940546281347
XDH	4.11340087236763
EDN1	3.24193792166671
MTERF	6.8434420822622
PDCL3	7.02276248303641
CLK4	5.41374206046801
KCNG1	4.19275800163098
CXCR4	5.84153814689647
DECR1	7.92583102866254
SALL1	3.28103377896541
PTPRR	3.72990344641765
CADM4	3.43041924347582
IRAK1	8.60717203163846
CFHR5	3.04963587236005
HNRPD	7.34853109719082
TMSB10	11.7645064700454
CXCL3	3.98279665539577
LMAN1	3.69931022323869
SUHW1	3.32252289464323
CHD8	5.78347518690182
SUMO1	8.0226432976396
GP1BA	3.59974455178064
OR7A10	3.94857220363217
DDB1	8.03987388708284
CHRNA10	3.45003031279119
STYK1	3.24284134089718
MYO9B	4.22869115169716
CCNI	9.73966608208088
MMP7	9.20738660672129
EP300	6.23508953595845
CRNKL1	7.03541144098123
C9orf45	3.23191754178778
XAB2	4.62987640740148
RTN1	3.42086114380045
HIC2	4.04478381067971
TBX10	3.66713385353123
CENPQ	3.55811482361175
UTY	3.11751200347611
OR2W1	2.85952426522694
ATP5G2	10.7944962838161
ZEB1	3.50369437706794
ZG16	3.92673014163258
ERG	3.95763709420697
PARN	7.4828565677474
SOD2	4.87364517959209
JOSD3	8.23568880396277
ADAM5P	3.19867104437373
CHD9	7.10850818563214
hCG_40738	3.79022975916117
STK16	5.35347813858925
PDE1C	3.66046907026314
SEMA4D	5.25826755007877
AGPAT1	5.56708036316373
TOB2	6.07206372894333
BANK1	5.8422523092227
MAP3K3	5.30969907654298
MAX	4.95826940678106
GRM2	3.76041042717309
OSBPL8	7.95083956770577
PROSC	5.45893096845574
NR4A2	5.2634516040801
RICS	5.06111223710587
PIR	5.72635725268217
PPCS	8.6874994572435
IPO9	5.851413554346
LONP1	7.20398896755135
EVC	4.61848229242304
CXCL13	3.88087461392336
SCYL3	5.77170807948657
KIAA1199	7.84532675688812
SORL1	8.47623075771124
NAT10	6.9210969064562
CHD1	5.67217896084536
SYN3	3.52645840486363
DMC1	3.79626354265316
SLC22A2	3.82693760351748
SERPINF1	5.28066501517326
C20orf27	6.12134411526614
OR7A17	3.17887285577881
RPS6KA5	4.47195795522982
LHB	3.49312529857637
TAOK3	4.79504708739825
STK25	6.45050586958322
SLC12A4	3.78110963533107
BRCA1	3.82675212462134
GBL	5.55659878437166
C14orf108	8.77193864186734
CDC25B	5.26353011797899
BMP3	3.30012336139748
MAP1LC3C	3.29290981095138
TMEM180	4.42504798042348
CRYGC	3.67894748251051
SLK	6.23496371942206
POU3F1	3.22759787694677
C20orf32	3.77948812932165
USP52	5.67163435568988
HIGD1B	3.80820318589262
BAZ1B	7.03981951537841
USP6NL	6.8811356241256
SLCO2B1	3.85269856151447
ABCD4	4.50796517643128
DIMT1L	5.82626480167236
SLC25A46	7.49524509799447
LARP7	6.87411807425514
TEK	3.8292334140116
CD160	3.84533384036666
TERF2IP	7.54174299601838
PHF20	6.22662224554745
COL1A1	6.79685396307004
KIAA0090	4.79412648504103
GTPBP1	4.61992709925971
GRK5	3.62880984095895
AP1S2	4.25289406893181
RAB33B	4.26383310144941
CA11	5.8449981026791
ALDOC	5.99235847305285
NUDT1	4.64844075192241
ZNF212	5.49485851355657
ACBD3	7.71604428436715
ZNF83	7.72375987935158
PRDM2	4.7696527445391
GDPD5	4.38447285634837
PDCD4	5.94096949226024
CEP350	6.13979082995068
FOXP3	3.38810152666194
SMYD3	7.1696910860749
CST7	4.07793216033006
SELL	3.94941762828817
CIAO1	6.51318278004305
LGI2	3.7278048775924
WDR45	7.41112587326839
ANKRD6	7.29249646849315
LTBP4	4.48403245528893
PSCD3	3.38768750095521
PYY	3.15008550291799
KCNC1	3.19999517747667
SIRT6	4.67022941578344
CCL19	3.82341243318994
ARHGEF9	4.95677955016216
ABR	4.08582431256169
C10orf22	7.5080279432033
STK17A	4.78925462754053
FOXE1	3.39205310218062
GML	3.15989535161049
CNGA3	3.11028735296425
CD38	3.40631271804822
ZDHHC6	6.33628453214459
NEFH	3.60384737129848
PGBD5	4.60872948563115
CTDSP2	7.35905192008835
RMND5B	6.19138443193317
ZNF257	3.39263855235199
DUSP4	3.2833981380879
FLJ22167	6.46479599710099
EXOSC7	6.82969099618918
ROR2	3.35858909823214
FOXM1	4.58743830118577
ZBTB48	4.18911421347922
BUD31	7.40532899016533
MAOA	3.68517481698517
CCDC41	4.18981098867827
TNNT3	3.81774985070393
FBXO11	6.17194121594541
GYPC	5.43734659358948
PLIN	3.38473935962059
RFXAP	3.66897141415719
C6orf15	3.84103976057971
RNF4	7.72620693148135
F8A1	7.23431254215923
PPP1R3D	4.74496416960636
GRB2	6.42707993010089
TPM3	3.20168961238132
SYT13	3.64095108017777
EPB42	3.60650585974433
RP5-1077B9.4	5.07419880362809
EIF1	9.72536677800847
CETN3	7.16634623179506
FPGT	5.84694701005324
PRY	3.50908718911348
NTHL1	6.73848030984143
POLR2B	7.68412546648174
RPS28	12.5249041720338
GDF10	3.12549072357597
COQ9	8.34756095189649
P2RX3	2.89543632887431
GCC2	7.47612109347417
RARRES3	8.41115768986612
PLXNA1	6.45990946364534
WBP4	4.5162485145987
KIAA0100	6.06633657784042
PMF1	6.47933585022605
HS2ST1	5.27336905920088
CRELD2	7.07691066083235
C8G	3.21309516929818
CD82	6.52391257859474
PMM1	4.98667309762582
CBLL1	4.45460491229512
LIM2	3.43136216772795
VAX2	3.7559467301858
SETDB1	4.96837183991904
LRAP	5.93215445503442
GCLM	6.01829850509193
CPEB3	4.39911660607883
PPM1A	6.19492033315886
INTS1	3.92792676213223
MMP16	3.21612830427716
CAMTA1	3.88585246260306
SAMSN1	4.3596664617759
DRD3	2.93246078060019
GMPPA	5.7704636758614
C11orf73	5.75435999227269
AIPL1	4.11386105145337
PTP4A2	8.4665221151725
IL24	3.43988071128662
BDKRB1	3.49544567106939
HPCA	3.70184410616884
MLF1	4.7896879570415
SEC14L1	5.97840044386075
CHFR	5.62696725931915
EMILIN1	3.68682353788868
THADA	7.0609554565728
TAF12	4.37834698677497
NDUFS4	8.77500275840903
ID1	3.77106212732241
PIK3CB	4.09620410305646
COL18A1	7.54065319856304
PDZD3	3.36698727731539
TBC1D17	4.9517301695048
COX8A	10.0143030024924
CDCA4	6.35611045595436
C2orf44	4.7276793212261
C9orf16	8.47627748920483
ERBB2IP	7.64589960192187
EMX2	9.1633530064801
FUS	6.4140734294547
NIPSNAP3B	3.48511670912203
TF	3.20409646401001
CXorf56	5.45653841036713
CLCN4	4.23264591497708
PWP2	5.92257759781993
MMP15	4.88465087530452
MTMR14	5.913644731721
NPR1	7.17770435829142
DNAL4	5.50074646816595
ELAC2	4.66170254232877
ASS1	10.4974519406620
IPP	5.8310050603496
TMEM59	9.35875903587909
POLR2J	9.0763013613687
SEC23IP	4.76596498279711
RGS4	3.77967136981620
UQCRC1	8.04216149630872
SNX6	7.70149398337213
DDX18	6.97204662579863
POLG	4.91064016886394
ADAM23	3.96414667512055
ZNHIT2	5.5276278134466
TFR2	3.19462882321256
NCDN	4.8585955420743
RAG1	3.722569293751
POMT1	4.04328817023834
CYP1A1	3.67779533050111
SNAPC1	5.69152373730184
GNA11	5.78106159614102
CCDC52	2.67191505002639
CAPN1	7.32351345388835
DDHD2	6.32267210633433
UPF3A	5.80022896532154
LAGE3	5.79544766589470
GNRHR	3.04814808393512
UNC13B	5.43548956179161
TTLL4	4.50643555652949
PPBP	2.8161149157308
HTR3A	4.97443918550834
SDC2	4.54300349125306
ANKRD49	7.5740142682268
BTF3	10.2366320517094
COX7A2	10.1135108836205
SARS	8.62523092557527
C13orf18	3.42465134353964
CACNB1	3.98232238987137
QKI	5.45684192619048
SETMAR	5.08383929394132
LAMB4	3.42330060243063
MAN2B1	6.83977805078248
EML3	5.77512979052005
ACADL	3.12284631647357
OFD1	8.45419133890265
CGA	3.68836888515134
EIF3EIP	10.5328803554459
PEX16	5.6477273976861
GNG12	7.89746207917842
HABP4	4.88556754276469
CNTN2	3.73876561068596
ASNSD1	7.76151268245415
FUT4	4.07950545465819
DBH	3.63629315893791
CD53	5.95844961203678
HIST1H2BJ	3.36813474376485
TFAP2B	3.32345188168903
ACF	3.60612944222322
TMEM11	5.95439104817795
CDH8	3.44304457856992
C3orf32	3.60759998556355
AGPS	4.51228269644243
C4orf18	3.32242937161463
PCCB	7.96294550240477
IPO13	5.10020755648057
PECI	7.07202724501036
UNG	6.84377070778758
C6orf105	3.43433209282693
GSTP1	9.3421362645628
SUV420H1	7.79277649529336
ARHGAP15	3.68170060028761
LTBR	6.89159784860532
TDRKH	3.77871062622686
PSG4	3.37744581036527
SLC9A3R1	6.40189418809453
NBPF3	8.050493201458
SLC9A3	3.84113346113345
OSBP	6.22005101781975
PRR5	5.0904327754651
CHMP7	5.2259827315495
ADRA1A	3.13880878174815
ASAH1	6.79300709016001
FKBP4	6.68907757653792
ZNF350	4.43209429178057
DOM3Z	4.71794568763647
GIPR	3.76752820537095
AHI1	4.51817540607888
BST1	3.63216153792941
NCR2	3.91979088344874
NADSYN1	5.91879883188762
UBE2W	5.07492737337071
RGS14	4.73345397848995
KRT15	3.60220578536359
SCN11A	3.76253117213904
GFI1	3.50181835920268
FHL1	5.85658101779408
SMC6	6.48283515448695
