Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A05_464148
Composite Element REF	Signal
AACS	6.99620313462436
FSTL1	7.06953892611298
ELMO2	5.85024464948966
CREB3L1	3.47536125115523
RPS11	10.2245484546931
PNMA1	8.05800774771027
MMP2	6.33195443411566
SAMD4A	3.63992810163289
SMARCD3	7.18269031554736
A4GNT	3.63253055950099
C9orf39	3.4760143884756
PKNOX2	5.51784128358557
RALYL	3.45374286376421
ZHX3	4.08216837435893
ERCC5	6.05407083798811
RXFP3	2.81411028413996
APBB2	4.14194091188647
BBOX1	6.34061376035833
PRO0478	2.89843643030519
GCSH	7.47235146799858
XDH	3.50363166407831
EDN1	3.96004604736096
MTERF	6.0714060585577
PDCL3	7.8827353923451
CLK4	6.10956160287941
KCNG1	3.42990803858774
CXCR4	8.46533809108688
DECR1	7.68791213785197
SALL1	3.19985203796607
PTPRR	3.16038649038249
CADM4	3.39569807732309
IRAK1	8.86615451486022
CFHR5	3.11478716385716
HNRPD	8.95239049461472
TMSB10	12.2907638877660
CXCL3	4.49002920298128
LMAN1	4.04843465528185
SUHW1	3.81170364991406
CHD8	5.73917243784607
SUMO1	8.53238791254604
GP1BA	3.21402646350749
OR7A10	3.99955570040548
DDB1	7.75857315578527
CHRNA10	3.54976493030825
STYK1	3.58793187630033
MYO9B	4.30176926559489
CCNI	9.94958825667172
MMP7	7.3597640350635
EP300	6.93670541639703
CRNKL1	6.89287443273596
C9orf45	3.21534458355844
XAB2	4.62469797293104
RTN1	5.11482877649887
HIC2	4.51747632668539
TBX10	3.4796133936315
CENPQ	5.6456818476244
UTY	3.14793868625712
OR2W1	2.81175518648035
ATP5G2	10.9466264693634
ZEB1	3.30883658074476
ZG16	3.36369364392686
ERG	3.3839860940529
PARN	6.99413276421845
SOD2	8.24644139749101
JOSD3	8.25847761665473
ADAM5P	3.12138838508941
CHD9	5.88352137426095
hCG_40738	3.69861078064225
STK16	4.78144816618083
PDE1C	3.45791274415519
SEMA4D	5.47527947994781
AGPAT1	6.52681369595373
TOB2	6.87974645082181
BANK1	3.3042651093324
MAP3K3	5.14379921638209
MAX	4.90027821078968
GRM2	3.44219166858815
OSBPL8	7.7248700888822
PROSC	6.23239691859854
NR4A2	5.7198102331705
RICS	4.29530371544358
PIR	7.20463382619129
PPCS	8.73925352164554
IPO9	6.72076456132306
LONP1	7.32458463690937
EVC	3.98622944904623
CXCL13	4.26944361421338
SCYL3	5.37385988595661
KIAA1199	7.07103986527486
SORL1	8.36210341498576
NAT10	7.41017156660465
CHD1	6.15960622341412
SYN3	3.39973934950399
DMC1	4.283433041268
SLC22A2	3.58523180041652
SERPINF1	5.88429127535818
C20orf27	6.37503929873379
OR7A17	3.1343078639903
RPS6KA5	4.66465300309317
LHB	3.0137935870672
TAOK3	4.8040711345810
STK25	5.77548509942906
SLC12A4	3.57943437548385
BRCA1	5.2956740811602
GBL	5.94616693950768
C14orf108	7.87507802687
CDC25B	7.69135845290949
BMP3	3.16659800476361
MAP1LC3C	3.14483449787374
TMEM180	3.57872924460653
CRYGC	3.57763857759564
SLK	6.72887109502063
POU3F1	3.08577731730591
C20orf32	3.72673818336921
USP52	6.787105958666
HIGD1B	3.82465493295046
BAZ1B	6.36418088654433
USP6NL	6.56215692902113
SLCO2B1	3.90845804213506
ABCD4	4.64931407561069
DIMT1L	5.9817283153603
SLC25A46	7.43024681982484
LARP7	7.59742916252883
TEK	3.75458957197268
CD160	3.54811588402939
TERF2IP	7.28798877569537
PHF20	6.68510176060224
COL1A1	5.55837458286099
KIAA0090	6.48931046692707
GTPBP1	4.45481397590902
GRK5	3.7439025953232
AP1S2	6.45544662914004
RAB33B	4.80419701176415
CA11	4.50704694562327
ALDOC	6.01368319853057
NUDT1	6.51048506836474
ZNF212	5.2211364505748
ACBD3	7.92833240387616
ZNF83	6.77133470987294
PRDM2	4.6070094413473
GDPD5	4.66832268496565
PDCD4	5.88340754576434
CEP350	6.32841388807809
FOXP3	3.18556327967692
SMYD3	7.51027329331875
CST7	3.75126403298593
SELL	3.85713463972064
CIAO1	6.96071026589143
LGI2	3.81839142754078
WDR45	7.41539801585769
ANKRD6	7.32737323347326
LTBP4	4.93560274035866
PSCD3	3.20433919738071
PYY	3.64303605349493
KCNC1	3.033133096310
SIRT6	4.40669302205291
CCL19	3.84576424000799
ARHGEF9	4.73991768087672
ABR	3.98904535565978
C10orf22	6.78146257424467
STK17A	4.94590957812121
FOXE1	3.28491077632544
GML	3.29893935538061
CNGA3	2.94624388012988
CD38	4.81708680610526
ZDHHC6	7.06783642036029
NEFH	6.86402627607761
PGBD5	3.5873428396299
CTDSP2	8.48633753176917
RMND5B	5.1667181292722
ZNF257	3.56197555526271
DUSP4	4.23378992611006
FLJ22167	6.11634253331594
EXOSC7	7.02303856933464
ROR2	4.32957738114359
FOXM1	6.35363804633024
ZBTB48	4.40966543479918
BUD31	7.45715702885564
MAOA	6.44231584010894
CCDC41	4.77244758186667
TNNT3	3.34951125405062
FBXO11	6.24395304634311
GYPC	4.39588134592925
PLIN	3.64872533669522
RFXAP	3.33084304118897
C6orf15	3.67846936675702
RNF4	8.20393715736986
F8A1	7.7061507121514
PPP1R3D	4.94022531526887
GRB2	7.63422755319329
TPM3	3.29930767097502
SYT13	4.25949717677269
EPB42	3.56195516821886
RP5-1077B9.4	5.37611863107979
EIF1	10.7069359630804
CETN3	7.58939170058387
FPGT	4.74341358342439
PRY	3.70981615684643
NTHL1	6.39041577811893
POLR2B	9.02071346069704
RPS28	12.1232196487096
GDF10	3.15561239469205
COQ9	7.21038240489933
P2RX3	2.93965345847055
GCC2	7.65751624652631
RARRES3	6.05127931689797
PLXNA1	6.04094735036993
WBP4	4.80988595587176
KIAA0100	6.41623133870658
PMF1	6.78519661168124
HS2ST1	6.2504740836766
CRELD2	7.58191254910568
C8G	2.95940593398717
CD82	5.32686750168924
PMM1	5.33609217135237
CBLL1	5.54480422723539
LIM2	3.24495926390605
VAX2	4.28805511979432
SETDB1	5.92084293656454
LRAP	3.48775896687625
GCLM	7.08000406906402
CPEB3	3.91234427806264
PPM1A	6.08076532778562
INTS1	4.38383584187604
MMP16	3.1296397533022
CAMTA1	4.44433348960056
SAMSN1	4.80668187067884
DRD3	2.7349102107199
GMPPA	5.18255241959412
C11orf73	6.51167834780971
AIPL1	3.69536966136168
PTP4A2	9.96205411869753
IL24	3.33403249483141
BDKRB1	3.31433167580367
HPCA	3.71158579464883
MLF1	7.26240085464085
SEC14L1	7.064487867478
CHFR	5.54548371127429
EMILIN1	3.03200922606708
THADA	6.79314882368618
TAF12	5.66868419597308
NDUFS4	9.4029243559941
ID1	5.3171281318053
PIK3CB	4.52506851484058
COL18A1	7.92483832200481
PDZD3	3.1932770402443
TBC1D17	4.94328183045265
COX8A	9.7036771885717
CDCA4	5.29272267022271
C2orf44	4.92984270533952
C9orf16	7.6817178624655
ERBB2IP	8.08094403523091
EMX2	8.37870814634962
FUS	7.02214799716363
NIPSNAP3B	3.65635557413008
TF	3.2985241013318
CXorf56	5.94834102871062
CLCN4	4.2293959230551
PWP2	6.39323397927041
MMP15	4.47304884018826
MTMR14	6.25142909981037
NPR1	5.9750027586054
DNAL4	5.91287800959365
ELAC2	4.96660806921235
ASS1	10.0370810495761
IPP	5.25174055732558
TMEM59	9.3904703592956
POLR2J	7.95796178441145
SEC23IP	5.62605444586668
RGS4	3.66225992882646
UQCRC1	8.70893631005874
SNX6	6.25876053273548
DDX18	7.4035877137267
POLG	4.61049749627663
ADAM23	3.79825305580562
ZNHIT2	5.17003353752142
TFR2	3.31567295981291
NCDN	4.26472678265467
RAG1	3.37043439242731
POMT1	4.34858458483365
CYP1A1	3.49695688045699
SNAPC1	6.0099662876654
GNA11	5.54066431224564
CCDC52	2.89154723267736
CAPN1	6.11467772641017
DDHD2	6.54086706280925
UPF3A	6.05371098784711
LAGE3	6.60052127005047
GNRHR	3.11324935469852
UNC13B	6.13456748352915
TTLL4	5.37898021309913
PPBP	3.19917118225154
HTR3A	6.16776006544452
SDC2	4.8895215093429
ANKRD49	6.71855900494752
BTF3	10.9303151345059
COX7A2	11.3013090482770
SARS	9.06851162835297
C13orf18	3.65186739414659
CACNB1	3.99724099758469
QKI	6.1311014665293
SETMAR	6.15504502623583
LAMB4	3.27888555581358
MAN2B1	6.93684018203944
EML3	5.19023266074684
ACADL	3.0293947428945
OFD1	7.79564761621184
CGA	3.30354401096317
EIF3EIP	11.2988428928757
PEX16	5.73498481789377
GNG12	7.20699167299839
HABP4	4.83450895272956
CNTN2	3.40952806251647
ASNSD1	7.2530314643361
FUT4	3.97415390210025
DBH	3.36637878187879
CD53	6.59214048317596
HIST1H2BJ	3.61710387684030
TFAP2B	3.41322762295973
ACF	3.56826232157784
TMEM11	6.57356802816246
CDH8	3.30860539311165
C3orf32	3.54337915941830
AGPS	5.72679035212889
C4orf18	3.21260992841173
PCCB	6.82901502414979
IPO13	5.39515362442388
PECI	8.11897813141559
UNG	7.74853939700138
C6orf105	4.19501904250700
GSTP1	9.88261982277213
SUV420H1	8.36098314468234
ARHGAP15	3.58158666229577
LTBR	6.6371129340529
TDRKH	4.19755402327572
PSG4	3.24503080913917
SLC9A3R1	5.85536230122284
NBPF3	9.3348887895354
SLC9A3	3.60465638051904
OSBP	6.92226762356458
PRR5	4.15054838455318
CHMP7	6.37846500197263
ADRA1A	3.01121343275142
ASAH1	6.71690453168013
FKBP4	6.44371769235324
ZNF350	5.46349294249036
DOM3Z	6.19442307790435
GIPR	3.72792097375601
AHI1	5.19800687260879
BST1	4.51880104707648
NCR2	3.77090288706732
NADSYN1	5.05573803223591
UBE2W	5.66385448618823
RGS14	3.73066095384161
KRT15	4.088652389716
SCN11A	3.74404071296003
GFI1	3.52857441395903
FHL1	5.90991724838155
SMC6	6.71194324170045
GATA1	3.48745293182469
OSGEP	5.16402441817202
ARMC6	4.61583839499064
HK3	3.32699583643316
PSMD5	6.86228906746306
RSU1	8.27416583840757
RPL4	11.4520007500960
MAD2L1	9.38034942299886
RBPMS	5.36937462884485
EIF4A3	8.62408292016714
E4F1	5.1437550062558
DLEC1	3.22857989460789
PRPF3	6.08173421287467
EMR1	3.94775178400434
CHMP2B	8.00611904638972
CAMSAP1	4.57263732034399
RPS21	10.5659521555001
XCR1	3.23760444043394
ARID5A	4.75857508724063
RBM6	6.8384975401104
UBE2N	7.58391807341422
KLF4	4.46395822269486
MGC4172	4.04710893101441
LMO4	8.00211984781858
KLKB1	3.01957630692749
HDAC3	6.43732919342387
HP	5.23535472303206
SCHIP1	5.76486258277069
BTK	3.96910779228707
KRCC1	7.12877456629778
PRND	2.98167745546399
C6orf27	3.35037945776541
PIGL	3.54899683245246
CLCA1	3.66051139622809
C1orf112	5.23564965899634
OLFML2A	5.71245038310672
HUS1	4.9861084224047
SFRS6	7.34507979186845
CXCR7	7.09995419568013
UIMC1	5.76854266055957
FXYD2	3.25368203861424
GOT2	7.86586841449811
ZNF667	3.11662935851279
TFEC	3.7648774610653
ATP7B	5.37152129512989
RAB38	4.93919753187563
POLD2	7.24438720982625
PPM1H	6.2426725924716
DCX	3.24553515315189
NFYC	6.29760368492302
ZNF228	4.61749560230107
KIN	7.57475450043338
PLSCR4	5.69919466166976
HIST1H4I	4.11857296804614
PPARGC1A	3.29709202641540
HIG2	7.03624757695592
KCNK10	3.60733392626272
EXOC1	8.19196087622988
OR6A2	3.72211761851674
ETFA	8.19038143016418
PDAP1	5.07780245515298
C19orf6	3.23702245755905
POLRMT	4.18361236430281
ZNF146	8.80295312338075
MIA2	3.18061806311579
LY6G6E	2.98372741269944
EIF4E2	8.02478239626114
NENF	4.96047245511937
HOXB5	4.25306739858044
ZNF324	4.23439426605144
CUGBP1	5.6216037638914
ENTPD7	4.45966374527104
TTC13	6.60259013691766
GJB5	3.26438017280910
PRSS22	3.95407052455964
CYP3A5	3.26271167295802
MBOAT5	4.30647978631588
CUL4B	5.6255780920099
CENPJ	3.63711304463746
KIAA0664	6.40329957226436
PITX1	3.63745891168515
PDGFRB	4.54407040228737
RDX	5.74365466923652
CELSR3	4.3996057222382
JUND	6.42315567228866
ITSN1	5.24448070486218
CHRNB1	4.18259500205884
EHBP1L1	3.59386283871408
C19orf2	7.3843067115037
FETUB	3.04487133918201
CAMK2B	3.14378956499125
DCTN1	6.81685319425926
TNKS2	7.087458147128
MRTO4	7.30214564714886
C1QBP	6.32816581593659
TTC3	7.96973825975207
NDUFB8	8.60803074632903
CADPS2	4.6120863603743
EDG2	4.66190908740085
MYF5	3.04120878051082
SEMA3G	3.55756618546642
IL23A	6.50594514442525
GJA9	3.32371244606168
R3HDM2	7.66814790232457
C5	3.55145574836779
SLC2A10	6.67706709060271
TRIM45	5.01517307194612
TSP50	5.08438377965946
PAQR3	5.86037641979792
ANKRD26	3.82253922606163
TCP1	9.09091196472964
TMED7	6.77432519891180
CMA1	3.12649243188084
PTCRA	4.09813797017363
HCRTR1	3.30428196222868
FST	4.40936905168523
PAWR	4.55992539055786
LDLR	4.22993655728555
ASTN2	3.74600312136705
SCRN1	7.62896943691924
